Hauptprobenummer,Bezeichnung,Probe_Entnahmeart,Probenahme_Beginn_Datum,Probenahme_Beginn_Zeit,Probenahme_Ende_Datum,Probenahme_Ende_Zeit,Umweltbereich,Messprogrammgruppe,Entnahmestelle,Herkunftsstaat,Methode,Pruefmerkmal,Ergebnis,Einheit
202300278,Kabeljaufilet,Einzelprobe,25.07.2023,11:00,25.07.2023,11:00,Seefisch,IMIS Routinemessprogramm,Fischgroﬂhandel (Ausland),Norwegen,Gammaspektrometrie (fest - FM),Cobalt-58 Co-58,n.n.,Bq/kg(FM)
202300278,Kabeljaufilet,Einzelprobe,25.07.2023,11:00,25.07.2023,11:00,Seefisch,IMIS Routinemessprogramm,Fischgroﬂhandel (Ausland),Norwegen,Gammaspektrometrie (fest - FM),Eisen-59 Fe-59,n.n.,Bq/kg(FM)
202300278,Kabeljaufilet,Einzelprobe,25.07.2023,11:00,25.07.2023,11:00,Seefisch,IMIS Routinemessprogramm,Fischgroﬂhandel (Ausland),Norwegen,Gammaspektrometrie (fest - FM),Zink-65 Zn-65,n.n.,Bq/kg(FM)
202300278,Kabeljaufilet,Einzelprobe,25.07.2023,11:00,25.07.2023,11:00,Seefisch,IMIS Routinemessprogramm,Fischgroﬂhandel (Ausland),Norwegen,Gammaspektrometrie (fest - FM),Selen-75 Se-75,n.n.,Bq/kg(FM)
202300278,Kabeljaufilet,Einzelprobe,25.07.2023,11:00,25.07.2023,11:00,Seefisch,IMIS Routinemessprogramm,Fischgroﬂhandel (Ausland),Norwegen,Gammaspektrometrie (fest - FM),Strontium-85 Sr-85,n.n.,Bq/kg(FM)
202300278,Kabeljaufilet,Einzelprobe,25.07.2023,11:00,25.07.2023,11:00,Seefisch,IMIS Routinemessprogramm,Fischgroﬂhandel (Ausland),Norwegen,Gammaspektrometrie (fest - FM),Yttrium-88 Y-88,n.n.,Bq/kg(FM)
202300278,Kabeljaufilet,Einzelprobe,25.07.2023,11:00,25.07.2023,11:00,Seefisch,IMIS Routinemessprogramm,Fischgroﬂhandel (Ausland),Norwegen,Gammaspektrometrie (fest - FM),Zirkon-95 Zr-95,n.n.,Bq/kg(FM)
202300278,Kabeljaufilet,Einzelprobe,25.07.2023,11:00,25.07.2023,11:00,Seefisch,IMIS Routinemessprogramm,Fischgroﬂhandel (Ausland),Norwegen,Gammaspektrometrie (fest - FM),Niob-95 Nb-95,n.n.,Bq/kg(FM)
202300278,Kabeljaufilet,Einzelprobe,25.07.2023,11:00,25.07.2023,11:00,Seefisch,IMIS Routinemessprogramm,Fischgroﬂhandel (Ausland),Norwegen,Gammaspektrometrie (fest - FM),Ruthenium-103 Ru-103,n.n.,Bq/kg(FM)
202300278,Kabeljaufilet,Einzelprobe,25.07.2023,11:00,25.07.2023,11:00,Seefisch,IMIS Routinemessprogramm,Fischgroﬂhandel (Ausland),Norwegen,Gammaspektrometrie (fest - FM),Ruthenium-106 Ru-106,n.n.,Bq/kg(FM)
202300278,Kabeljaufilet,Einzelprobe,25.07.2023,11:00,25.07.2023,11:00,Seefisch,IMIS Routinemessprogramm,Fischgroﬂhandel (Ausland),Norwegen,Gammaspektrometrie (fest - FM),Silber-110m Ag-110m,n.n.,Bq/kg(FM)
202300278,Kabeljaufilet,Einzelprobe,25.07.2023,11:00,25.07.2023,11:00,Seefisch,IMIS Routinemessprogramm,Fischgroﬂhandel (Ausland),Norwegen,Gammaspektrometrie (fest - FM),Indium-111 In-111,n.n.,Bq/kg(FM)
202300278,Kabeljaufilet,Einzelprobe,25.07.2023,11:00,25.07.2023,11:00,Seefisch,IMIS Routinemessprogramm,Fischgroﬂhandel (Ausland),Norwegen,Gammaspektrometrie (fest - FM),Antimon-124 Sb-124,n.n.,Bq/kg(FM)
202300278,Kabeljaufilet,Einzelprobe,25.07.2023,11:00,25.07.2023,11:00,Seefisch,IMIS Routinemessprogramm,Fischgroﬂhandel (Ausland),Norwegen,Gammaspektrometrie (fest - FM),Antimon-125 Sb-125,n.n.,Bq/kg(FM)
202300278,Kabeljaufilet,Einzelprobe,25.07.2023,11:00,25.07.2023,11:00,Seefisch,IMIS Routinemessprogramm,Fischgroﬂhandel (Ausland),Norwegen,Gammaspektrometrie (fest - FM),Tellur-123m Te-123m,n.n.,Bq/kg(FM)
202300278,Kabeljaufilet,Einzelprobe,25.07.2023,11:00,25.07.2023,11:00,Seefisch,IMIS Routinemessprogramm,Fischgroﬂhandel (Ausland),Norwegen,Gammaspektrometrie (fest - FM),Tellur-132 Te-132,n.n.,Bq/kg(FM)
202300278,Kabeljaufilet,Einzelprobe,25.07.2023,11:00,25.07.2023,11:00,Seefisch,IMIS Routinemessprogramm,Fischgroﬂhandel (Ausland),Norwegen,Gammaspektrometrie (fest - FM),Barium-140 Ba-140,n.n.,Bq/kg(FM)
202300278,Kabeljaufilet,Einzelprobe,25.07.2023,11:00,25.07.2023,11:00,Seefisch,IMIS Routinemessprogramm,Fischgroﬂhandel (Ausland),Norwegen,Gammaspektrometrie (fest - FM),Lanthan-140 La-140,n.n.,Bq/kg(FM)
202300278,Kabeljaufilet,Einzelprobe,25.07.2023,11:00,25.07.2023,11:00,Seefisch,IMIS Routinemessprogramm,Fischgroﬂhandel (Ausland),Norwegen,Gammaspektrometrie (fest - FM),Cer-139 Ce-139,n.n.,Bq/kg(FM)
202300278,Kabeljaufilet,Einzelprobe,25.07.2023,11:00,25.07.2023,11:00,Seefisch,IMIS Routinemessprogramm,Fischgroﬂhandel (Ausland),Norwegen,Gammaspektrometrie (fest - FM),Cer-141 Ce-141,n.n.,Bq/kg(FM)
202300278,Kabeljaufilet,Einzelprobe,25.07.2023,11:00,25.07.2023,11:00,Seefisch,IMIS Routinemessprogramm,Fischgroﬂhandel (Ausland),Norwegen,Gammaspektrometrie (fest - FM),Cer-144 Ce-144,n.n.,Bq/kg(FM)
202300278,Kabeljaufilet,Einzelprobe,25.07.2023,11:00,25.07.2023,11:00,Seefisch,IMIS Routinemessprogramm,Fischgroﬂhandel (Ausland),Norwegen,Gammaspektrometrie (fest - FM),Thallium-201 Tl-201,n.n.,Bq/kg(FM)
202300278,Kabeljaufilet,Einzelprobe,25.07.2023,11:00,25.07.2023,11:00,Seefisch,IMIS Routinemessprogramm,Fischgroﬂhandel (Ausland),Norwegen,Gammaspektrometrie (fest - FM),Americium-241 Am-241,n.n.,Bq/kg(FM)
202300278,Kabeljaufilet,Einzelprobe,25.07.2023,11:00,25.07.2023,11:00,Seefisch,IMIS Routinemessprogramm,Fischgroﬂhandel (Ausland),Norwegen,Gammaspektrometrie (fest - FM),Messzeit,90000,s
