FID,id,kenn,name,geom,start_measure,end_measure,value,unit,validated,nuclide,duration
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32bc,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-09-02T00:00:00,2025-09-03T00:00:00,0.117,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32ba,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-09-03T00:00:00,2025-09-04T00:00:00,0.116,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32b8,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-09-04T00:00:00,2025-09-05T00:00:00,0.119,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32b7,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-09-05T00:00:00,2025-09-06T00:00:00,0.115,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32b5,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-09-06T00:00:00,2025-09-07T00:00:00,0.113,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32b3,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-09-07T00:00:00,2025-09-08T00:00:00,0.115,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32b2,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-09-08T00:00:00,2025-09-09T00:00:00,0.118,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32ad,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-09-09T00:00:00,2025-09-10T00:00:00,0.124,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32ab,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-09-10T00:00:00,2025-09-11T00:00:00,0.116,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32aa,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-09-11T00:00:00,2025-09-12T00:00:00,0.116,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32a9,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-09-12T00:00:00,2025-09-13T00:00:00,0.113,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32a7,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-09-13T00:00:00,2025-09-14T00:00:00,0.116,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32a6,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-09-14T00:00:00,2025-09-15T00:00:00,0.113,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32a5,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-09-15T00:00:00,2025-09-16T00:00:00,0.112,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32a3,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-09-16T00:00:00,2025-09-17T00:00:00,0.111,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32a2,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-09-17T00:00:00,2025-09-18T00:00:00,0.112,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32a1,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-09-18T00:00:00,2025-09-19T00:00:00,0.114,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-329f,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-09-19T00:00:00,2025-09-20T00:00:00,0.116,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-329e,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-09-20T00:00:00,2025-09-21T00:00:00,0.118,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-329d,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-09-21T00:00:00,2025-09-22T00:00:00,0.122,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-329b,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-09-22T00:00:00,2025-09-23T00:00:00,0.117,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-329a,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-09-23T00:00:00,2025-09-24T00:00:00,0.11,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3298,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-09-24T00:00:00,2025-09-25T00:00:00,0.126,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3297,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-09-25T00:00:00,2025-09-26T00:00:00,0.12,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3296,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-09-26T00:00:00,2025-09-27T00:00:00,0.113,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3294,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-09-27T00:00:00,2025-09-28T00:00:00,0.113,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3293,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-09-28T00:00:00,2025-09-29T00:00:00,0.113,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3292,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-09-29T00:00:00,2025-09-30T00:00:00,0.113,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3290,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-09-30T00:00:00,2025-10-01T00:00:00,0.113,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-328f,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-10-01T00:00:00,2025-10-02T00:00:00,0.112,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-328e,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-10-02T00:00:00,2025-10-03T00:00:00,0.113,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-328c,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-10-03T00:00:00,2025-10-04T00:00:00,0.114,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-328b,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-10-04T00:00:00,2025-10-05T00:00:00,0.116,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3289,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-10-05T00:00:00,2025-10-06T00:00:00,0.111,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3288,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-10-06T00:00:00,2025-10-07T00:00:00,0.111,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3286,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-10-07T00:00:00,2025-10-08T00:00:00,0.11,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3285,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-10-08T00:00:00,2025-10-09T00:00:00,0.111,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3284,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-10-09T00:00:00,2025-10-10T00:00:00,0.11,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3282,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-10-10T00:00:00,2025-10-11T00:00:00,0.11,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3281,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-10-11T00:00:00,2025-10-12T00:00:00,0.111,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3280,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-10-12T00:00:00,2025-10-13T00:00:00,0.11,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-327e,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-10-13T00:00:00,2025-10-14T00:00:00,0.111,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-327d,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-10-14T00:00:00,2025-10-15T00:00:00,0.113,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-327c,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-10-15T00:00:00,2025-10-16T00:00:00,0.111,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-327a,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-10-16T00:00:00,2025-10-17T00:00:00,0.113,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3279,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-10-17T00:00:00,2025-10-18T00:00:00,0.113,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3278,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-10-18T00:00:00,2025-10-19T00:00:00,0.111,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3276,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-10-19T00:00:00,2025-10-20T00:00:00,0.114,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3275,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-10-20T00:00:00,2025-10-21T00:00:00,0.12,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3273,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-10-21T00:00:00,2025-10-22T00:00:00,0.116,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3272,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-10-22T00:00:00,2025-10-23T00:00:00,0.115,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-326f,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-10-23T00:00:00,2025-10-24T00:00:00,0.115,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-326e,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-10-24T00:00:00,2025-10-25T00:00:00,0.112,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-326c,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-10-25T00:00:00,2025-10-26T00:00:00,0.112,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-326b,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-10-26T00:00:00,2025-10-27T00:00:00,0.112,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-326a,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-10-27T00:00:00,2025-10-28T00:00:00,0.112,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3268,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-10-28T00:00:00,2025-10-29T00:00:00,0.111,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3267,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-10-29T00:00:00,2025-10-30T00:00:00,0.111,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3266,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-10-30T00:00:00,2025-10-31T00:00:00,0.113,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3264,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-10-31T00:00:00,2025-11-01T00:00:00,0.113,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3263,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-11-01T00:00:00,2025-11-02T00:00:00,0.117,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3262,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-11-02T00:00:00,2025-11-03T00:00:00,0.112,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3260,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-11-03T00:00:00,2025-11-04T00:00:00,0.11,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-325f,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-11-04T00:00:00,2025-11-05T00:00:00,0.11,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-325e,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-11-05T00:00:00,2025-11-06T00:00:00,0.114,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-325c,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-11-06T00:00:00,2025-11-07T00:00:00,0.116,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-325b,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-11-07T00:00:00,2025-11-08T00:00:00,0.113,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-325a,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-11-08T00:00:00,2025-11-09T00:00:00,0.113,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3258,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-11-09T00:00:00,2025-11-10T00:00:00,0.115,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3257,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-11-10T00:00:00,2025-11-11T00:00:00,0.113,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3255,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-11-11T00:00:00,2025-11-12T00:00:00,0.112,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3253,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-11-12T00:00:00,2025-11-13T00:00:00,0.113,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3252,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-11-13T00:00:00,2025-11-14T00:00:00,0.116,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3250,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-11-14T00:00:00,2025-11-15T00:00:00,0.119,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-324f,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-11-15T00:00:00,2025-11-16T00:00:00,0.121,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-324d,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-11-16T00:00:00,2025-11-17T00:00:00,0.119,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-324c,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-11-17T00:00:00,2025-11-18T00:00:00,0.113,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-324b,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-11-18T00:00:00,2025-11-19T00:00:00,0.111,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-324a,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-11-19T00:00:00,2025-11-20T00:00:00,0.113,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3249,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-11-20T00:00:00,2025-11-21T00:00:00,0.113,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3247,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-11-21T00:00:00,2025-11-22T00:00:00,0.112,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3246,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-11-22T00:00:00,2025-11-23T00:00:00,0.112,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3245,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-11-23T00:00:00,2025-11-24T00:00:00,0.117,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3243,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-11-24T00:00:00,2025-11-25T00:00:00,0.119,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3242,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-11-25T00:00:00,2025-11-26T00:00:00,0.117,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3241,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-11-26T00:00:00,2025-11-27T00:00:00,0.112,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-323f,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-11-27T00:00:00,2025-11-28T00:00:00,0.111,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-323e,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-11-28T00:00:00,2025-11-29T00:00:00,0.111,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-323c,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-11-29T00:00:00,2025-11-30T00:00:00,0.113,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-323b,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-11-30T00:00:00,2025-12-01T00:00:00,0.115,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-323a,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-12-01T00:00:00,2025-12-02T00:00:00,0.111,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3238,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-12-02T00:00:00,2025-12-03T00:00:00,0.114,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3236,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-12-03T00:00:00,2025-12-04T00:00:00,0.113,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3235,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-12-04T00:00:00,2025-12-05T00:00:00,0.115,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3234,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-12-05T00:00:00,2025-12-06T00:00:00,0.115,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3232,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-12-06T00:00:00,2025-12-07T00:00:00,0.114,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3218,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-12-07T00:00:00,2025-12-08T00:00:00,0.114,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3215,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-12-08T00:00:00,2025-12-09T00:00:00,0.11,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3214,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-12-09T00:00:00,2025-12-10T00:00:00,0.111,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3212,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-12-10T00:00:00,2025-12-11T00:00:00,0.113,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3211,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-12-11T00:00:00,2025-12-12T00:00:00,0.111,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-320f,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-12-12T00:00:00,2025-12-13T00:00:00,0.112,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-320d,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-12-13T00:00:00,2025-12-14T00:00:00,0.112,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-320b,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-12-14T00:00:00,2025-12-15T00:00:00,0.111,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3209,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-12-15T00:00:00,2025-12-16T00:00:00,0.113,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3207,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-12-16T00:00:00,2025-12-17T00:00:00,0.116,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3206,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-12-17T00:00:00,2025-12-18T00:00:00,0.115,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3204,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-12-18T00:00:00,2025-12-19T00:00:00,0.117,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3202,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-12-19T00:00:00,2025-12-20T00:00:00,0.119,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3200,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-12-20T00:00:00,2025-12-21T00:00:00,0.118,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-31ff,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-12-21T00:00:00,2025-12-22T00:00:00,0.118,µSv/h,1,Gamma-ODL-Brutto,1d
