Tabelle__73141_04i
29881
65803
24690
4411
2381
10855
6709
1757
1310
2490
7017
4183
-
-
-
-
-
-
-
-
-
-
35976
1238
11084
882
1332
1553
3694
2524
2919
1330
1307
1667
2447
1459
1504
1035
97904
8886
17185
9963
4994
10633
9527
11378
9847
10968
4523
22938
2266
858
604
6264
1019
1142
3394
1169
1296
2640
2285
27629
5940
1284
2552
3898
3323
915
2611
1097
2116
3894
30711
1478
2288
5728
2030
3486
1432
1170
1915
2139
1756
1681
3012
2597
49600
20190
3263
2943
6099
3547
4145
4313
5100
70252
2640
3543
6559
1617
5318
5654
3667
3071
1498
2817
4709
3191
1011
6356
3747
1804
8290
2732
2029
340823
15144
20826
51609
44932
4643
8911
5396
2439
4827
911
1083
1414
714
1469
2522
1989
761
2464
1231
1488
2668
38981
3311
1995
4874
6941
2861
4148
1719
4498
1862
1569
5202
71938
8067
3879
9543
7204
7040
6342
11267
2837
11835
3924
59527
2257
4026
6323
2583
814
872
6818
1177
1142
2670
1742
1486
1107
1975
1515
1744
2324
1452
7889
952
5380
1260
1341
679
37867
4451
3778
825
2632
2789
2072
3917
1632
1670
2367
3969
1749
6017
216390
30679
42520
1108
12024
2699
2670
1861
660
5455
3253
3393
2492
3007
2270
1628
26597
4623
1996
6543
2693
2068
3778
1348
1401
2148
15785
2097
1097
1156
1973
3001
732
751
1490
2655
833
31863
615
5159
667
1225
6503
797
1120
1232
1315
2788
3956
2021
955
1843
794
874
35376
4712
2104
2494
1542
3122
8065
3347
3789
1839
2346
2016
33570
976
1789
1809
2278
3685
1894
1489
15029
2991
1629
400675
36402
66165
15706
17728
13320
41011
911
3496
3281
7916
4491
2743
3937
3092
11145
39066
15186
1312
3427
1230
451
2596
1020
3910
1874
2974
3489
1596
37287
1491
1215
1678
3503
933
9011
1589
5299
1834
4872
545
1018
2356
930
1012
15051
2361
1398
1867
1623
2710
3088
2004
30317
2565
1424
754
2346
1287
3211
1598
2917
1319
10164
2731
39249
1266
2294
1386
2479
2141
2140
8735
1688
1374
5245
3394
2368
3094
1645
49371
3547
1610
2928
4888
4323
7024
6356
2892
8447
7357
2001935
37315
616586
76652
33271
81473
22807
22570
22601
21048
9954
14841
31779
29391
1356
2111
3382
3200
1353
1347
1542
2714
4500
768
2147
682
1707
966
811
804
86234
9573
6029
3330
11150
13275
6047
9753
16046
8435
2596
76205
10276
18226
3919
7017
5161
9680
19044
2883
51336
2202
1629
4872
3766
2025
2640
3938
8401
6951
36424
1538
8808
3548
1888
2622
9604
2882
3037
1840
1013
3148
9082
2326
501096
-
28702
83714
25795
60225
21703
3638
2202
10574
6366
1693
1062
2898
6637
3453
-
-
-
-
-
-
-
-
-
-
32944
1224
9632
766
1155
1601
3382
2456
2871
1250
1319
1518
2033
1436
1303
997
92086
8762
16835
9416
4408
9751
8681
10702
9115
10092
4325
20370
2350
769
433
5374
814
1267
2681
798
1250
2469
2164
23702
5373
1136
2497
3247
2869
728
1971
573
2033
3274
27540
1377
2391
5021
1601
2682
1348
768
1800
2292
1606
1553
2652
2450
44286
18230
2966
3056
5545
2998
3666
3519
4305
61732
2050
2726
5104
1711
4265
5378
3551
2515
1717
2492
3957
2641
976
5607
3579
1956
7524
2232
1750
299870
14362
19072
46768
38039
3789
7406
5081
1946
4275
793
961
1125
506
1189
1980
1902
963
1970
1068
1177
1910
32536
2567
1552
4056
5848
2726
3533
1435
3581
1435
1046
4757
66632
7065
3872
8800
6775
6061
5978
10840
2795
10927
3518
50219
2110
3596
5427
1992
546
600
6235
900
787
2253
1407
1246
951
1443
1218
1419
1902
1127
6553
860
4651
1053
1221
722
32243
3714
3336
770
2267
2190
1817
2788
1279
1445
1902
3798
1677
5259
186726
28100
36198
882
10206
2586
2575
1443
879
4119
3152
2557
2054
2321
2187
1238
21072
3568
1735
5746
1778
1320
3008
880
1388
1650
14385
1811
1100
1249
1938
2457
651
730
1099
2492
858
29456
507
4792
655
1099
6044
601
905
1245
1205
3076
3608
1796
762
1759
623
780
29989
3847
1799
2136
1495
2821
7140
2997
3055
1485
1696
1519
27525
859
1408
1536
2111
2654
1683
1187
12028
2824
1236
360341
33613
62324
13050
15744
12066
35861
754
2968
2849
6842
3848
2374
3265
2707
10253
35698
14549
1233
3017
1054
392
2093
887
3378
1710
2794
2872
1717
32733
1359
1181
1303
3005
932
7247
1553
4818
1759
4571
396
1002
1594
1093
920
12144
1788
946
1709
1495
2017
2232
1956
27727
1996
1284
664
2540
1127
2807
1542
2467
1191
9539
2569
34845
820
1753
1279
2195
1934
1953
7785
1896
1028
4787
3333
2066
2714
1303
44536
2972
1664
2533
4902
3781
5976
5797
2844
7246
6819
1752583
10047
517602
52320
30138
75994
20203
19478
21716
19077
9704
11927
28325
26919
1173
2612
3026
3122
1129
1169
1458
2216
4108
571
1838
632
1236
781
1093
755
58919
5563
3427
3378
5900
7606
4691
4889
13539
7760
2166
65383
8782
18069
3376
6389
4161
7666
14643
2296
31064
1928
1569
4217
3538
1543
2597
3379
6731
5561
46436
1296
6616
3624
1707
2283
9247
2436
3055
1506
829
2881
8907
2050
445004
-
24116
73827
22453
51191
18556
3604
1712
10125
4813
1433
862
1643
5491
2952
-
-
-
-
-
-
-
-
-
-
30933
1076
8989
896
1178
1505
3235
2393
2725
1237
1288
1383
1849
1019
1356
803
88680
8538
16700
8884
4527
9414
8488
10734
8255
8877
4264
17644
1814
792
303
5262
735
880
2513
703
816
2097
1730
20006
4417
1091
2164
2703
2499
684
1646
621
1643
2537
24937
1082
1719
4880
1449
2103
1279
712
1824
1740
1478
1496
2792
2382
38229
16102
2649
2329
4089
2822
3396
3442
3400
52988
1948
2548
4601
1458
3686
4206
2964
2324
1292
1984
3592
2268
813
4740
3006
1908
6151
1854
1643
275582
13227
16659
43747
33490
3135
6726
4445
1655
3552
882
842
1077
574
954
1596
1574
941
1902
503
1181
1953
30466
2791
1467
3398
5271
2400
3289
1319
3748
1285
1094
4404
60495
5782
3536
7840
6056
5568
5516
10036
2497
10327
3338
47210
1760
2833
5161
2271
583
689
5596
760
714
2307
1383
1385
897
1298
1208
1267
1856
962
6401
807
4309
1074
1071
617
30288
3546
3138
687
2082
2038
1711
2902
1258
1221
1962
3501
1383
4859
168211
24700
31909
780
9054
2298
1888
1168
734
3886
2694
2156
1999
2075
1959
1218
19507
3460
1535
5189
1691
1326
2612
760
1274
1661
13034
1597
1085
1269
1764
2278
335
595
1285
2246
581
26152
386
4098
516
965
5961
625
843
1083
1177
2200
2999
1453
588
1928
542
788
26632
3612
1690
1828
1021
2335
6529
2529
2747
1380
1547
1412
26277
706
1393
1315
2054
2353
1159
1348
12492
2395
1062
336138
32517
59159
12317
14784
11355
33607
933
2714
2220
6568
4613
1976
2924
2555
9103
33223
13903
1188
3130
943
477
2212
666
3299
1519
2348
2112
1427
30108
1356
1106
1245
2891
835
6745
1191
4331
1706
4025
304
683
1706
812
1172
10436
1687
834
1287
1107
1877
2295
1348
24579
2014
1202
589
1997
1138
2086
1235
1831
1078
9149
2261
31284
1137
1885
1241
1767
1747
1860
6907
1318
953
4110
2704
2161
2463
1033
42769
2930
1343
2293
4986
3137
5784
5977
2566
7171
6581
1575622
8667
469436
46848
26147
73312
17903
17126
20236
17481
8955
10384
23112
23550
1054
1983
2733
2679
992
1245
1766
2010
3567
485
1756
588
968
576
626
522
53839
5380
3144
3320
5130
6415
4524
4094
13363
6574
1895
60549
7059
18606
3181
5399
3864
6464
13898
2077
27877
1722
1358
3749
3103
1298
2205
3203
6118
5121
42117
1065
5676
2941
1546
2104
8321
2170
2153
1481
826
2930
8871
2032
404033
-
20163
65489
19230
46262
15583
2898
1671
10722
4263
1291
937
1639
4849
2409
-
-
-
-
-
-
-
-
-
-
29034
726
8858
706
1176
1572
3007
2003
2858
956
1089
1347
1882
998
1134
723
86137
9113
17653
8576
4496
7754
8631
9825
7995
8368
3726
16164
1686
607
429
4797
790
804
2277
703
799
1948
1324
17427
3914
947
1711
2353
1841
560
1802
540
1598
2161
21843
971
1921
4329
1274
2349
960
560
1272
1542
1080
1296
2650
1639
34056
14332
2142
1971
3585
2370
3283
2907
3466
48227
1628
2070
4687
1266
3423
3644
2675
2031
1228
2008
3447
1905
831
4436
2738
1443
5869
1657
1241
245949
11573
15578
40004
30546
3095
6159
3696
1701
2869
646
720
1047
498
1261
1500
1746
507
1561
772
1002
1767
27317
2429
1330
2997
4598
2001
3433
1111
3259
1173
1092
3894
54290
5576
3155
7309
5796
4761
4978
8706
2015
9022
2971
40511
1728
2556
4700
1478
557
556
4674
635
735
1978
996
1155
727
1107
879
1204
1677
803
5330
800
3735
1143
927
432
26129
3225
2722
487
1704
1634
1556
2711
1093
1193
1594
3176
1122
3911
142368
22497
27134
729
7321
2238
1705
1218
554
3115
2278
1846
1537
1789
1740
1064
16127
2887
1559
4006
1568
1058
2405
555
954
1136
10792
1366
875
851
1341
2008
450
475
957
1987
482
21885
413
3339
501
741
4735
552
956
845
977
1946
2613
1106
664
1438
489
568
21406
2997
1292
1581
1002
2105
4999
2103
1979
1101
1299
949
22528
1292
1581
1002
2105
4999
2103
1979
1101
1299
949
305169
28055
54784
11213
13619
9383
30269
755
2495
2257
6166
3673
1614
2494
2149
8667
30711
12894
1281
2516
877
235
1858
688
3098
1145
2201
2514
1404
26413
915
1008
1126
2552
753
5948
1180
3789
1243
3975
364
613
1344
729
874
9063
1566
825
1160
999
1485
1769
1259
22484
1428
1041
572
2090
1107
1980
1136
2131
979
7806
2213
29033
824
1712
1054
1817
1634
1493
7392
1069
887
3235
2435
1783
2400
1300
40143
2623
1311
2191
4847
2982
5130
5445
2214
6496
6905
1411461
23405
420407
41678
23664
69394
15909
14834
19428
15556
7630
8850
21174
20551
927
1657
2350
2391
778
1123
1287
1652
3208
508
1578
415
877
677
586
537
46512
4664
2548
2747
3942
5500
3788
3384
12261
5965
1712
53925
6296
17816
3144
4610
3401
5515
10986
2158
24104
1426
1174
3013
2818
1275
2015
2693
5072
4620
37198
985
4815
2822
1318
1755
7600
1839
2112
1173
640
2398
8126
1615
364374
-
18189
58938
16766
41654
13987
2349
1222
10298
4044
1126
602
1389
4202
2435
-
-
-
-
-
-
-
-
-
-
25773
808
7827
683
1054
1540
2561
1725
2535
771
965
973
1831
768
1049
684
81795
8826
16524
7837
4481
7902
7998
9481
7707
7558
3480
14660
1587
505
343
4428
558
774
1959
547
693
1918
1347
15804
3513
722
1606
2191
1706
447
1701
370
1250
2299
18266
865
1287
3664
1219
1591
765
601
1093
1594
931
1037
2104
1516
30368
12983
1638
1819
3185
2040
3075
2625
3004
42159
1287
2262
4193
972
2890
2959
2520
1769
941
1894
2921
1727
651
3589
2550
1396
4934
1508
1194
205067
11354
13047
29373
25198
2574
4965
3087
1290
2574
469
615
1010
342
863
1278
1336
339
1210
548
1030
1669
22261
2103
1102
2425
3980
1677
2358
1012
2539
1266
787
3012
48311
4896
2868
6550
5108
4099
4363
7590
1851
8370
2616
33370
943
2900
3418
1190
344
476
4074
579
634
1561
896
959
635
927
857
676
1238
765
4446
560
3170
1077
642
404
22153
2956
2359
394
1572
1513
1253
2095
908
865
1205
2011
1049
3972
123295
18670
22726
509
6507
1509
1208
677
525
2852
2069
1757
1181
1641
1469
822
13525
2485
1216
3305
1345
929
1800
601
861
984
9865
1171
698
821
1332
1846
322
452
723
1946
554
18447
283
2782
441
711
3803
449
775
808
913
1567
2302
801
583
1335
335
559
19607
2860
1100
1088
974
1809
4713
1943
2076
1086
886
1073
20455
564
1253
853
1514
1629
1002
940
10248
1740
711
274914
25904
51102
9575
12863
8924
26900
512
1960
2042
5552
3589
1424
2238
2072
7510
28276
12295
779
2745
921
158
1744
421
2811
1135
2065
2173
1027
22876
949
774
1196
2257
595
5428
704
3361
1106
3102
317
431
1470
580
605
8063
1090
713
1264
788
1474
1563
1170
19836
1355
570
522
1731
752
1794
1044
1803
978
7164
2123
24116
842
1521
832
1484
1233
1499
5243
804
708
2966
2022
1751
1954
1257
36480
2367
1152
2101
5016
2849
4706
4484
2067
5444
6293
""
""
""
""
