typ,Ortsteil,Einzugsdatum,Registrierungssdatum,Alter,Geschlecht,Staat,Gebiet,Unterkunftsart,Wohndauer
Z,75,15.03.2022,25.03.2022,15,2,166,166,Privat,
Z,62,23.03.2022,25.03.2022,29,2,166,166,Privat,
Z,62,23.03.2022,25.03.2022,3,2,166,166,Privat,
Z,04,04.03.2022,25.03.2022,27,2,439,166,Privat,
Z,75,15.03.2022,25.03.2022,94,2,166,166,Privat,
Z,91,21.03.2022,25.03.2022,36,2,166,166,Privat,
Z,91,21.03.2022,25.03.2022,11,2,166,166,Privat,
Z,91,21.03.2022,25.03.2022,6,1,166,166,Privat,
Z,75,15.03.2022,25.03.2022,69,2,160,166,Privat,
Z,41,25.03.2022,25.03.2022,30,2,166,166,Privat,
Z,41,25.03.2022,25.03.2022,31,1,439,166,Privat,
Z,73,09.03.2022,25.03.2022,38,2,166,166,Privat,
Z,73,09.03.2022,25.03.2022,11,1,166,166,Privat,
Z,73,09.03.2022,25.03.2022,4,2,166,166,Privat,
Z,50,15.03.2022,25.03.2022,26,2,166,166,Privat,
Z,50,15.03.2022,25.03.2022,3,2,166,166,Privat,
Z,20,28.02.2022,25.03.2022,31,2,166,166,Privat,
Z,20,28.02.2022,25.03.2022,5,2,166,166,Privat,
Z,50,15.03.2022,25.03.2022,34,2,166,166,Privat,
Z,50,15.03.2022,25.03.2022,11,1,166,166,Privat,
Z,92,11.03.2022,25.03.2022,71,2,166,166,Privat,
Z,92,11.03.2022,25.03.2022,72,1,166,166,Privat,
Z,03,03.03.2022,25.03.2022,21,2,166,166,Privat,
Z,21,24.03.2022,25.03.2022,32,2,166,166,Privat,
Z,21,24.03.2022,25.03.2022,8,1,166,166,Privat,
Z,21,24.03.2022,25.03.2022,6,2,166,166,Privat,
Z,03,03.03.2022,25.03.2022,18,2,166,166,Privat,
Z,42,12.03.2022,25.03.2022,33,2,166,166,Privat,
Z,42,12.03.2022,25.03.2022,12,1,166,166,Privat,
Z,42,12.03.2022,25.03.2022,8,2,166,166,Privat,
Z,42,12.03.2022,25.03.2022,5,1,166,166,Privat,
Z,03,03.03.2022,25.03.2022,45,2,166,166,Privat,
Z,42,23.03.2022,25.03.2022,62,2,166,166,Privat,
Z,42,12.03.2022,25.03.2022,38,1,166,166,Privat,
Z,93,12.03.2022,25.03.2022,32,2,166,166,Privat,
Z,93,12.03.2022,25.03.2022,3,2,166,166,Privat,
Z,70,10.03.2022,25.03.2022,44,1,439,166,Privat,
Z,13,04.03.2022,25.03.2022,28,2,166,166,Privat,
Z,13,04.03.2022,25.03.2022,1,2,166,166,Privat,
Z,90,18.03.2022,25.03.2022,50,2,432,166,Privat,
Z,90,18.03.2022,25.03.2022,7,2,166,166,Privat,
Z,90,18.03.2022,25.03.2022,52,1,432,166,Privat,
Z,80,09.03.2022,25.03.2022,59,2,166,166,Privat,
Z,80,09.03.2022,25.03.2022,64,1,166,166,Privat,
Z,61,24.03.2022,25.03.2022,72,2,166,166,Privat,
Z,71,13.03.2022,25.03.2022,29,2,166,166,Privat,
Z,71,13.03.2022,25.03.2022,3,1,166,166,Privat,
Z,91,24.03.2022,25.03.2022,35,2,166,166,Privat,
Z,91,24.03.2022,25.03.2022,14,2,166,166,Privat,
Z,93,13.03.2022,25.03.2022,67,1,166,166,Privat,
Z,93,13.03.2022,25.03.2022,58,2,166,166,Privat,
Z,20,10.03.2022,25.03.2022,72,2,166,166,Hotel,
Z,20,10.03.2022,25.03.2022,49,2,166,166,Hotel,
Z,71,15.03.2022,25.03.2022,36,2,166,166,Privat,
Z,71,15.03.2022,25.03.2022,17,2,166,166,Privat,
Z,41,08.03.2022,25.03.2022,67,1,166,166,Privat,
Z,71,15.03.2022,25.03.2022,58,2,166,166,Privat,
Z,21,22.03.2022,25.03.2022,30,2,166,166,Privat,
Z,21,22.03.2022,25.03.2022,2,1,166,166,Privat,
Z,41,11.03.2022,25.03.2022,47,2,166,166,Privat,
Z,21,22.03.2022,25.03.2022,54,1,166,166,Privat,
Z,11,21.03.2022,25.03.2022,16,1,166,166,Privat,
Z,41,07.03.2022,25.03.2022,64,1,252,166,Privat,
Z,40,10.03.2022,25.03.2022,27,2,166,166,Privat,
Z,40,10.03.2022,25.03.2022,6,1,166,166,Privat,
Z,40,10.03.2022,25.03.2022,54,2,166,166,Privat,
Z,95,07.03.2022,25.03.2022,23,2,166,166,Privat,
Z,40,11.03.2022,25.03.2022,35,2,166,166,Privat,
Z,40,11.03.2022,25.03.2022,10,1,166,166,Privat,
Z,40,11.03.2022,25.03.2022,8,2,166,166,Privat,
Z,40,11.03.2022,25.03.2022,3,1,166,166,Privat,
Z,63,11.03.2022,25.03.2022,51,2,166,166,Privat,
Z,63,11.03.2022,25.03.2022,10,2,166,166,Privat,
Z,63,06.03.2022,25.03.2022,30,2,166,166,Privat,
Z,63,06.03.2022,25.03.2022,4,2,166,166,Privat,
Z,92,09.03.2022,25.03.2022,33,2,166,166,Privat,
Z,92,09.03.2022,25.03.2022,10,1,166,166,Privat,
Z,92,09.03.2022,25.03.2022,4,1,166,166,Privat,
Z,35,10.03.2022,25.03.2022,21,1,166,166,Privat,
Z,02,24.03.2022,25.03.2022,29,2,166,166,Privat,
Z,02,24.03.2022,25.03.2022,31,1,166,166,Privat,
Z,54,24.03.2022,25.03.2022,41,2,430,166,Privat,
Z,54,24.03.2022,25.03.2022,15,2,166,166,Privat,
Z,54,24.03.2022,25.03.2022,8,2,166,166,Privat,
Z,64,07.03.2022,25.03.2022,36,2,166,166,Privat,
Z,64,07.03.2022,25.03.2022,1,1,166,166,Privat,
Z,64,07.03.2022,25.03.2022,9,1,166,166,Privat,
Z,64,24.03.2022,25.03.2022,43,1,166,166,Privat,
Z,13,07.03.2022,25.03.2022,58,1,422,166,EAE,
Z,21,17.03.2022,25.03.2022,48,2,166,166,Privat,
Z,21,17.03.2022,25.03.2022,47,1,166,166,Privat,
Z,30,19.03.2022,25.03.2022,32,1,166,166,Privat,
Z,30,23.03.2022,25.03.2022,30,2,166,166,Privat,
Z,10,13.03.2022,28.03.2022,52,2,166,166,Privat,
Z,03,08.03.2022,28.03.2022,60,1,166,166,Privat,
Z,54,12.03.2022,28.03.2022,31,1,166,166,Privat,
Z,03,08.03.2022,28.03.2022,52,2,166,166,Privat,
Z,03,08.03.2022,28.03.2022,15,2,166,166,Privat,
Z,54,12.03.2022,28.03.2022,33,2,471,166,Privat,
Z,62,12.03.2022,28.03.2022,23,2,166,166,Privat,
Z,03,12.03.2022,28.03.2022,33,2,166,166,Privat,
Z,40,13.03.2022,28.03.2022,35,2,166,166,Privat,
Z,40,13.03.2022,28.03.2022,8,1,166,166,Privat,
Z,40,13.03.2022,28.03.2022,42,2,166,166,Privat,
Z,40,13.03.2022,28.03.2022,14,1,166,166,Privat,
Z,40,13.03.2022,28.03.2022,6,1,166,166,Privat,
Z,90,14.03.2022,28.03.2022,34,2,166,166,Privat,
Z,90,27.02.2022,28.03.2022,70,2,166,166,Privat,
Z,03,12.03.2022,28.03.2022,75,2,166,166,Privat,
Z,23,14.03.2022,28.03.2022,83,2,160,166,Privat,
Z,50,12.03.2022,28.03.2022,48,2,166,166,Privat,
Z,50,12.03.2022,28.03.2022,16,2,166,166,Privat,
Z,95,25.03.2022,28.03.2022,38,2,166,166,Privat,
Z,95,25.03.2022,28.03.2022,16,2,166,166,Privat,
Z,95,25.03.2022,28.03.2022,13,2,166,166,Privat,
Z,50,12.03.2022,28.03.2022,51,1,166,166,Privat,
Z,03,12.03.2022,28.03.2022,48,2,166,166,Privat,
Z,03,12.03.2022,28.03.2022,9,2,166,166,Privat,
Z,90,25.03.2022,28.03.2022,36,2,166,166,Privat,
Z,13,21.03.2022,28.03.2022,35,1,166,166,Privat,
Z,50,08.03.2022,28.03.2022,41,2,166,166,Privat,
Z,50,08.03.2022,28.03.2022,13,1,166,166,Privat,
Z,90,25.03.2022,28.03.2022,17,1,166,166,Privat,
Z,91,14.03.2022,28.03.2022,63,1,166,166,Privat,
Z,91,14.03.2022,28.03.2022,31,2,166,166,Privat,
Z,91,14.03.2022,28.03.2022,9,2,166,166,Privat,
Z,40,26.03.2022,28.03.2022,33,2,166,166,Privat,
Z,40,26.03.2022,28.03.2022,6,1,166,166,Privat,
Z,40,12.03.2022,28.03.2022,18,2,166,166,Privat,
Z,40,13.03.2022,28.03.2022,20,2,166,166,Privat,
Z,64,09.03.2022,28.03.2022,40,2,166,166,Privat,
Z,64,09.03.2022,28.03.2022,6,1,166,166,Privat,
Z,64,09.03.2022,28.03.2022,4,1,166,166,Privat,
Z,40,13.03.2022,28.03.2022,45,2,166,166,Privat,
Z,40,26.03.2022,28.03.2022,36,1,166,166,Privat,
Z,05,09.03.2022,28.03.2022,41,1,166,166,Privat,
Z,52,11.03.2022,28.03.2022,55,2,166,166,Privat,
Z,74,11.03.2022,28.03.2022,50,2,166,166,Privat,
Z,74,11.03.2022,28.03.2022,26,2,166,166,Privat,
Z,05,23.03.2022,28.03.2022,26,2,166,166,Privat,
Z,05,23.03.2022,28.03.2022,1,2,166,166,Privat,
Z,74,11.03.2022,28.03.2022,31,2,166,166,Privat,
Z,05,06.03.2022,28.03.2022,41,2,166,166,Privat,
Z,05,06.03.2022,28.03.2022,12,1,166,166,Privat,
Z,05,06.03.2022,28.03.2022,17,2,166,166,Privat,
Z,05,06.03.2022,28.03.2022,5,2,166,166,Privat,
Z,05,06.03.2022,28.03.2022,8,1,166,166,Privat,
Z,91,25.03.2022,28.03.2022,40,2,166,166,Privat,
Z,91,25.03.2022,28.03.2022,16,1,166,166,Privat,
Z,91,25.03.2022,28.03.2022,11,1,166,166,Privat,
Z,90,12.03.2022,28.03.2022,30,2,166,166,Privat,
Z,90,12.03.2022,28.03.2022,6,2,166,166,Privat,
Z,90,12.03.2022,28.03.2022,0,2,166,166,Privat,
Z,94,24.03.2022,28.03.2022,45,2,166,166,EAE,
Z,94,24.03.2022,28.03.2022,4,1,166,166,EAE,
Z,94,24.03.2022,28.03.2022,6,1,166,166,EAE,
Z,31,06.03.2022,28.03.2022,39,2,166,166,Privat,
Z,31,06.03.2022,28.03.2022,17,2,166,166,Privat,
Z,94,24.03.2022,28.03.2022,75,2,166,166,EAE,
Z,24,06.03.2022,28.03.2022,33,2,166,166,Privat,
Z,24,06.03.2022,28.03.2022,4,1,166,166,Privat,
Z,94,24.03.2022,28.03.2022,32,2,166,166,EAE,
Z,94,24.03.2022,28.03.2022,12,2,166,166,EAE,
Z,74,11.03.2022,28.03.2022,39,2,166,166,Privat,
Z,74,11.03.2022,28.03.2022,17,1,166,166,Privat,
Z,74,11.03.2022,28.03.2022,15,2,166,166,Privat,
Z,20,14.03.2022,28.03.2022,35,2,166,166,Privat,
Z,20,14.03.2022,28.03.2022,13,1,166,166,Privat,
Z,20,14.03.2022,28.03.2022,6,2,166,166,Privat,
Z,20,14.03.2022,28.03.2022,2,2,166,166,Privat,
Z,74,11.03.2022,28.03.2022,30,2,166,166,Privat,
Z,74,11.03.2022,28.03.2022,10,2,166,166,Privat,
Z,74,11.03.2022,28.03.2022,10,2,166,166,Privat,
Z,20,14.03.2022,28.03.2022,37,1,166,166,Privat,
Z,50,28.02.2022,28.03.2022,61,2,166,166,Privat,
Z,14,22.03.2022,28.03.2022,48,2,166,166,Privat,
Z,14,22.03.2022,28.03.2022,9,1,166,166,Privat,
Z,31,06.03.2022,28.03.2022,33,2,166,166,Privat,
Z,31,06.03.2022,28.03.2022,4,1,166,166,Privat,
Z,31,06.03.2022,28.03.2022,4,1,166,166,Privat,
Z,90,24.03.2022,28.03.2022,23,2,166,166,Privat,
Z,90,24.03.2022,28.03.2022,0,2,166,166,Privat,
Z,74,11.03.2022,28.03.2022,1,1,166,166,Privat,
Z,02,04.03.2022,28.03.2022,41,2,166,166,Privat,
Z,02,04.03.2022,28.03.2022,17,1,166,166,Privat,
Z,02,04.03.2022,28.03.2022,11,1,166,166,Privat,
Z,91,25.03.2022,28.03.2022,14,2,166,166,Privat,
Z,04,03.03.2022,28.03.2022,22,2,166,152,Privat,
Z,32,28.02.2022,28.03.2022,40,2,166,166,Privat,
Z,32,28.02.2022,28.03.2022,8,1,166,166,Privat,
Z,32,28.02.2022,28.03.2022,13,2,166,166,Privat,
Z,31,11.03.2022,28.03.2022,63,2,166,166,Privat,
Z,94,24.03.2022,28.03.2022,63,2,166,166,EAE,
Z,51,25.03.2022,28.03.2022,48,2,166,166,Privat,
Z,51,25.03.2022,28.03.2022,15,2,166,166,Privat,
Z,51,25.03.2022,28.03.2022,11,1,166,166,Privat,
Z,90,24.03.2022,28.03.2022,51,2,166,166,Privat,
Z,27,09.03.2022,28.03.2022,31,2,166,166,Privat,
Z,27,09.03.2022,28.03.2022,5,2,166,166,Privat,
Z,90,24.03.2022,28.03.2022,32,2,166,166,Privat,
Z,94,24.03.2022,28.03.2022,67,1,166,166,EAE,
Z,94,24.03.2022,28.03.2022,33,2,166,166,EAE,
Z,31,25.03.2022,28.03.2022,75,2,166,166,Privat,
Z,21,22.03.2022,28.03.2022,57,1,000,166,Privat,
Z,30,25.03.2022,28.03.2022,20,2,160,166,Privat,
Z,80,15.03.2022,28.03.2022,54,2,432,166,Privat,
Z,80,15.03.2022,28.03.2022,15,1,166,166,Privat,
Z,03,24.03.2022,28.03.2022,38,2,166,166,Privat,
Z,03,24.03.2022,28.03.2022,14,1,166,166,Privat,
Z,03,24.03.2022,28.03.2022,5,2,166,166,Privat,
Z,10,21.03.2022,28.03.2022,66,2,166,166,Privat,
Z,80,15.03.2022,28.03.2022,61,1,432,166,Privat,
Z,41,24.02.2022,28.03.2022,61,1,166,166,Privat,
Z,03,24.03.2022,28.03.2022,50,2,166,166,Privat,
Z,41,21.03.2022,28.03.2022,46,2,166,166,Privat,
Z,94,24.03.2022,28.03.2022,57,2,166,166,EAE,
Z,64,03.03.2022,28.03.2022,50,2,166,166,Privat,
Z,64,03.03.2022,28.03.2022,15,2,166,166,Privat,
Z,94,24.03.2022,28.03.2022,60,1,166,166,EAE,
Z,41,21.03.2022,28.03.2022,48,1,166,166,Privat,
Z,94,24.03.2022,28.03.2022,48,2,166,166,EAE,
Z,94,24.03.2022,28.03.2022,42,2,166,166,EAE,
Z,03,25.03.2022,28.03.2022,37,2,166,166,Privat,
Z,03,25.03.2022,28.03.2022,15,1,166,166,Privat,
Z,03,25.03.2022,28.03.2022,5,1,166,166,Privat,
Z,80,07.03.2022,28.03.2022,21,1,461,166,Privat,
Z,94,24.03.2022,28.03.2022,29,2,166,166,EAE,
Z,94,24.03.2022,28.03.2022,4,1,166,166,EAE,
Z,10,21.03.2022,28.03.2022,49,2,166,166,Privat,
Z,10,21.03.2022,28.03.2022,6,1,166,166,Privat,
Z,70,15.03.2022,28.03.2022,18,2,166,166,Privat,
Z,94,24.03.2022,28.03.2022,32,2,166,166,EAE,
Z,94,24.03.2022,28.03.2022,9,1,166,166,EAE,
Z,80,07.03.2022,28.03.2022,25,1,461,166,Privat,
Z,70,15.03.2022,28.03.2022,45,2,432,166,Privat,
Z,70,15.03.2022,28.03.2022,9,1,166,166,Privat,
Z,80,07.03.2022,28.03.2022,25,1,166,166,Privat,
Z,10,21.03.2022,28.03.2022,34,2,166,166,Privat,
Z,10,21.03.2022,28.03.2022,7,1,166,166,Privat,
Z,31,18.03.2022,28.03.2022,42,1,166,166,Privat,
Z,31,18.03.2022,28.03.2022,3,2,166,166,Privat,
Z,31,18.03.2022,28.03.2022,6,2,166,166,Privat,
Z,94,24.03.2022,28.03.2022,36,1,166,166,EAE,
Z,71,27.02.2022,28.03.2022,41,2,166,166,Privat,
Z,71,27.02.2022,28.03.2022,14,1,166,166,Privat,
Z,93,05.03.2022,28.03.2022,43,2,166,166,Privat,
Z,93,05.03.2022,28.03.2022,11,1,166,166,Privat,
Z,93,05.03.2022,28.03.2022,15,2,166,166,Privat,
Z,71,27.02.2022,28.03.2022,6,1,166,166,Privat,
Z,31,18.03.2022,28.03.2022,34,2,166,166,Privat,
Z,10,21.03.2022,28.03.2022,52,2,166,166,Privat,
Z,10,21.03.2022,28.03.2022,14,1,166,166,Privat,
Z,70,15.03.2022,28.03.2022,56,1,432,166,Privat,
Z,24,06.03.2022,28.03.2022,62,2,432,166,Privat,
Z,52,26.03.2022,28.03.2022,37,2,166,166,Privat,
Z,52,26.03.2022,28.03.2022,4,2,166,166,Privat,
Z,24,17.03.2022,28.03.2022,36,2,166,166,Privat,
Z,24,17.03.2022,28.03.2022,7,2,166,166,Privat,
Z,24,17.03.2022,28.03.2022,3,2,166,166,Privat,
Z,24,17.03.2022,28.03.2022,2,1,166,166,Privat,
Z,24,17.03.2022,28.03.2022,2,1,166,166,Privat,
Z,41,22.03.2022,28.03.2022,35,2,166,166,Privat,
Z,41,22.03.2022,28.03.2022,10,2,166,166,Privat,
Z,93,05.03.2022,28.03.2022,41,2,166,166,Privat,
Z,93,05.03.2022,28.03.2022,13,1,166,166,Privat,
Z,94,24.03.2022,28.03.2022,46,2,166,166,EAE,
Z,93,05.03.2022,28.03.2022,21,2,166,166,Privat,
Z,94,24.03.2022,28.03.2022,48,2,166,166,EAE,
Z,94,24.03.2022,28.03.2022,16,2,166,166,EAE,
Z,22,07.03.2022,28.03.2022,20,2,166,166,Privat,
Z,74,11.03.2022,28.03.2022,35,2,166,166,Privat,
Z,74,11.03.2022,28.03.2022,0,1,166,166,Privat,
Z,74,11.03.2022,28.03.2022,4,1,166,166,Privat,
Z,74,11.03.2022,28.03.2022,6,1,166,166,Privat,
Z,74,11.03.2022,28.03.2022,16,2,166,166,Privat,
Z,74,11.03.2022,28.03.2022,13,1,166,166,Privat,
Z,94,24.03.2022,28.03.2022,33,2,166,166,EAE,
Z,94,24.03.2022,28.03.2022,15,2,166,166,EAE,
Z,93,04.03.2022,28.03.2022,26,2,166,166,Privat,
Z,23,06.03.2022,28.03.2022,66,1,166,166,Privat,
Z,93,04.03.2022,28.03.2022,45,2,166,166,Privat,
Z,93,04.03.2022,28.03.2022,14,2,166,166,Privat,
Z,94,24.03.2022,28.03.2022,39,1,166,166,EAE,
Z,24,17.03.2022,28.03.2022,38,1,432,166,Privat,
Z,94,24.03.2022,28.03.2022,68,1,166,166,EAE,
Z,22,01.03.2022,28.03.2022,19,2,166,166,Privat,
Z,23,06.03.2022,28.03.2022,70,2,166,166,Privat,
Z,94,24.03.2022,28.03.2022,36,1,166,166,EAE,
Z,93,01.12.2022,08.12.2022,37,1,166,014,Privat,
Z,94,24.03.2022,28.03.2022,27,2,166,166,EAE,
Z,93,17.11.2022,21.11.2022,28,2,166,014,Privat,
Z,94,24.03.2022,28.03.2022,36,2,166,166,EAE,
Z,74,11.03.2022,28.03.2022,31,1,160,166,Privat,
Z,94,21.03.2022,28.03.2022,74,2,166,166,EAE,
Z,22,01.03.2022,28.03.2022,18,2,166,166,Privat,
Z,10,10.03.2022,28.03.2022,52,2,166,166,Privat,
Z,10,10.03.2022,28.03.2022,12,2,166,166,Privat,
Z,81,09.03.2022,28.03.2022,45,2,166,166,Privat,
Z,81,09.03.2022,28.03.2022,16,1,166,166,Privat,
Z,81,09.03.2022,28.03.2022,15,1,166,166,Privat,
Z,81,09.03.2022,28.03.2022,6,1,166,166,Privat,
Z,30,15.03.2022,28.03.2022,22,2,166,166,Privat,
Z,94,12.03.2022,28.03.2022,36,2,166,166,EAE,
Z,10,28.03.2022,28.03.2022,55,2,166,166,Privat,
Z,81,09.03.2022,28.03.2022,41,2,166,166,Privat,
Z,81,09.03.2022,28.03.2022,12,2,166,166,Privat,
Z,81,09.03.2022,28.03.2022,8,1,166,166,Privat,
Z,81,09.03.2022,28.03.2022,16,2,166,166,Privat,
Z,51,13.03.2022,28.03.2022,21,2,166,166,Privat,
Z,81,09.03.2022,28.03.2022,47,1,166,166,Privat,
Z,62,24.03.2022,28.03.2022,35,2,166,166,Privat,
Z,62,24.03.2022,28.03.2022,6,1,166,166,Privat,
Z,62,24.03.2022,28.03.2022,1,1,166,166,Privat,
Z,28,05.03.2022,28.03.2022,40,2,166,166,Privat,
Z,28,05.03.2022,28.03.2022,9,2,166,166,Privat,
Z,28,05.03.2022,28.03.2022,9,1,166,166,Privat,
Z,81,09.03.2022,28.03.2022,40,1,166,166,Privat,
Z,70,28.02.2022,28.03.2022,34,2,166,166,Privat,
Z,70,28.02.2022,28.03.2022,6,1,166,166,Privat,
Z,70,28.02.2022,28.03.2022,2,2,166,166,Privat,
Z,62,11.03.2022,28.03.2022,30,2,166,166,Privat,
Z,62,11.03.2022,28.03.2022,4,1,166,166,Privat,
Z,62,24.03.2022,28.03.2022,27,2,166,166,Privat,
Z,91,08.03.2022,28.03.2022,43,2,166,166,Privat,
Z,91,08.03.2022,28.03.2022,15,1,166,166,Privat,
Z,41,24.03.2022,28.03.2022,46,2,166,166,Privat,
Z,41,24.03.2022,28.03.2022,13,2,166,166,Privat,
Z,41,24.03.2022,28.03.2022,21,2,166,166,Privat,
Z,04,15.03.2022,28.03.2022,74,2,166,166,Privat,
Z,91,09.03.2022,28.03.2022,67,2,166,166,Privat,
Z,04,15.03.2022,28.03.2022,80,1,166,166,Privat,
Z,54,09.03.2022,28.03.2022,34,2,166,166,Privat,
Z,54,09.03.2022,28.03.2022,3,2,166,166,Privat,
Z,62,11.03.2022,28.03.2022,30,2,166,166,Privat,
Z,62,11.03.2022,28.03.2022,1,1,166,166,Privat,
Z,91,09.03.2022,28.03.2022,45,2,166,166,Privat,
Z,91,09.03.2022,28.03.2022,16,2,166,166,Privat,
Z,91,09.03.2022,28.03.2022,11,2,166,166,Privat,
Z,91,09.03.2022,28.03.2022,9,1,166,166,Privat,
Z,24,08.03.2022,28.03.2022,70,2,166,166,Privat,
Z,00,14.03.2022,28.03.2022,77,1,166,166,Privat,
Z,91,09.03.2022,28.03.2022,44,1,166,166,Privat,
Z,73,24.03.2022,28.03.2022,58,2,166,160,Privat,
Z,73,24.03.2022,28.03.2022,38,2,166,166,Privat,
Z,73,24.03.2022,28.03.2022,15,2,166,166,Privat,
Z,73,24.03.2022,28.03.2022,11,1,166,166,Privat,
Z,90,13.03.2022,28.03.2022,33,2,166,166,Privat,
Z,30,10.03.2022,28.03.2022,46,2,166,166,Privat,
Z,51,24.02.2022,28.03.2022,56,2,166,166,Privat,
Z,30,10.03.2022,28.03.2022,18,2,166,166,Privat,
Z,51,24.02.2022,28.03.2022,55,1,166,166,Privat,
Z,21,24.03.2022,28.03.2022,15,2,166,166,Privat,
Z,03,06.03.2022,28.03.2022,48,2,166,166,Privat,
Z,03,06.03.2022,28.03.2022,11,1,166,166,Privat,
Z,00,14.03.2022,28.03.2022,43,2,166,166,Privat,
Z,00,14.03.2022,28.03.2022,6,1,166,166,Privat,
Z,00,14.03.2022,28.03.2022,4,2,166,166,Privat,
Z,64,02.03.2022,28.03.2022,69,2,166,166,Privat,
Z,54,25.03.2022,28.03.2022,25,2,166,166,Privat,
Z,64,02.03.2022,28.03.2022,49,2,166,166,Privat,
Z,64,02.03.2022,28.03.2022,26,2,166,166,Privat,
Z,93,15.03.2022,28.03.2022,44,1,432,166,Privat,
Z,73,24.03.2022,28.03.2022,22,2,166,166,Privat,
Z,64,28.02.2022,28.03.2022,31,2,166,166,Privat,
Z,64,28.02.2022,28.03.2022,5,1,166,166,Privat,
Z,64,28.02.2022,28.03.2022,10,1,166,166,Privat,
Z,64,28.02.2022,28.03.2022,5,2,166,166,Privat,
Z,64,28.02.2022,28.03.2022,1,2,166,166,Privat,
Z,64,07.03.2022,28.03.2022,37,1,166,166,Privat,
Z,64,07.03.2022,28.03.2022,35,2,166,166,Privat,
Z,64,07.03.2022,28.03.2022,9,2,166,166,Privat,
Z,64,07.03.2022,28.03.2022,9,2,166,166,Privat,
Z,64,07.03.2022,28.03.2022,9,2,166,166,Privat,
Z,64,28.02.2022,28.03.2022,47,1,166,166,Privat,
Z,64,07.03.2022,28.03.2022,64,2,166,166,Privat,
Z,41,18.03.2022,28.03.2022,35,2,166,166,Privat,
Z,41,18.03.2022,28.03.2022,14,2,166,166,Privat,
Z,41,18.03.2022,28.03.2022,11,1,166,166,Privat,
Z,82,06.03.2022,28.03.2022,58,2,166,166,Privat,
Z,82,06.03.2022,28.03.2022,83,2,166,166,Privat,
Z,41,18.03.2022,28.03.2022,65,2,166,166,Privat,
Z,52,13.03.2022,28.03.2022,63,2,166,166,Privat,
Z,52,03.03.2022,28.03.2022,37,2,166,166,Privat,
Z,52,03.03.2022,28.03.2022,11,1,166,166,Privat,
Z,52,03.03.2022,28.03.2022,11,1,166,166,Privat,
Z,61,17.03.2022,28.03.2022,30,1,166,166,Privat,
Z,34,09.03.2022,28.03.2022,23,2,166,166,Privat,
Z,34,09.03.2022,28.03.2022,22,2,166,166,Privat,
Z,61,17.03.2022,28.03.2022,53,2,166,166,Privat,
Z,23,15.03.2022,28.03.2022,37,1,166,166,Privat,
Z,24,16.03.2022,28.03.2022,18,2,166,166,Privat,
Z,24,28.02.2022,28.03.2022,39,2,166,166,Privat,
Z,24,28.02.2022,28.03.2022,16,1,166,166,Privat,
Z,71,20.03.2022,28.03.2022,26,2,166,166,Privat,
Z,71,20.03.2022,28.03.2022,5,2,166,166,Privat,
Z,71,20.03.2022,28.03.2022,32,1,166,166,Privat,
Z,62,07.03.2022,28.03.2022,31,2,166,166,Privat,
Z,62,07.03.2022,28.03.2022,4,1,166,166,Privat,
Z,11,13.03.2022,28.03.2022,42,2,166,166,Privat,
Z,11,13.03.2022,28.03.2022,9,2,166,166,Privat,
Z,11,13.03.2022,28.03.2022,6,1,166,166,Privat,
Z,04,27.02.2022,28.03.2022,38,2,160,166,Privat,
Z,04,27.02.2022,28.03.2022,9,1,166,166,Privat,
Z,04,27.02.2022,28.03.2022,6,2,166,166,Privat,
Z,91,14.03.2022,28.03.2022,27,2,166,166,Privat,
Z,72,10.03.2022,28.03.2022,45,1,134,166,Privat,
Z,72,10.03.2022,28.03.2022,32,2,166,166,Privat,
Z,72,10.03.2022,28.03.2022,7,1,166,166,Privat,
Z,94,24.03.2022,29.03.2022,51,2,166,166,EAE,
Z,94,24.03.2022,29.03.2022,34,2,166,166,EAE,
Z,94,24.03.2022,29.03.2022,11,1,166,166,EAE,
Z,94,24.03.2022,29.03.2022,10,2,166,166,EAE,
Z,94,24.03.2022,29.03.2022,30,2,166,166,EAE,
Z,94,24.03.2022,29.03.2022,23,2,166,166,EAE,
Z,94,24.03.2022,29.03.2022,35,2,166,166,EAE,
Z,94,24.03.2022,29.03.2022,2,1,166,166,EAE,
Z,94,24.03.2022,29.03.2022,5,1,166,166,EAE,
Z,71,17.03.2022,29.03.2022,53,2,166,166,Privat,
Z,21,15.03.2022,29.03.2022,59,2,166,166,Privat,
Z,80,08.03.2022,29.03.2022,42,2,166,166,Privat,
Z,80,08.03.2022,29.03.2022,13,1,166,166,Privat,
Z,80,08.03.2022,29.03.2022,11,1,166,166,Privat,
Z,94,24.03.2022,29.03.2022,61,1,166,166,EAE,
Z,94,24.03.2022,29.03.2022,59,2,166,166,EAE,
Z,21,15.03.2022,29.03.2022,22,2,166,166,Privat,
Z,29,09.03.2022,29.03.2022,39,2,166,166,Privat,
Z,29,09.03.2022,29.03.2022,17,1,166,166,Privat,
Z,94,24.03.2022,29.03.2022,36,2,166,166,EAE,
Z,94,24.03.2022,29.03.2022,13,2,166,166,EAE,
Z,93,09.03.2022,29.03.2022,48,2,166,166,Privat,
Z,71,12.03.2022,29.03.2022,34,2,166,166,Privat,
Z,71,12.03.2022,29.03.2022,4,1,166,166,Privat,
Z,71,12.03.2022,29.03.2022,2,2,166,166,Privat,
Z,94,24.03.2022,29.03.2022,54,2,166,166,EAE,
Z,13,24.03.2022,29.03.2022,55,2,166,166,Privat,
