typ,Ortsteil,Einzugsdatum,Registrierungssdatum,Alter,Geschlecht,Staat,Gebiet,Unterkunftsart,Wohndauer
Z,06,09.03.2022,23.03.2022,67,1,166,166,EAE,
Z,06,09.03.2022,23.03.2022,61,2,166,166,EAE,
Z,55,17.03.2022,23.03.2022,47,2,166,166,Privat,
Z,55,17.03.2022,23.03.2022,14,1,166,166,Privat,
Z,55,17.03.2022,23.03.2022,16,1,166,166,Privat,
Z,04,22.03.2022,23.03.2022,16,2,166,166,Privat,
Z,94,22.03.2022,23.03.2022,28,1,166,166,EAE,
Z,94,22.03.2022,23.03.2022,51,2,425,166,EAE,
Z,06,09.03.2022,23.03.2022,41,2,166,166,EAE,
Z,06,09.03.2022,23.03.2022,13,2,166,166,EAE,
Z,06,09.03.2022,23.03.2022,4,1,166,166,EAE,
Z,94,22.03.2022,23.03.2022,32,2,166,166,EAE,
Z,94,22.03.2022,23.03.2022,41,2,166,166,EAE,
Z,94,22.03.2022,23.03.2022,61,2,166,166,EAE,
Z,94,22.03.2022,23.03.2022,40,2,166,166,EAE,
Z,94,22.03.2022,23.03.2022,3,1,166,166,EAE,
Z,94,22.03.2022,23.03.2022,47,2,166,166,EAE,
Z,94,22.03.2022,23.03.2022,16,1,166,166,EAE,
Z,94,22.03.2022,23.03.2022,15,1,166,166,EAE,
Z,34,17.03.2022,23.03.2022,41,2,166,166,Privat,
Z,94,22.03.2022,23.03.2022,45,2,166,166,EAE,
Z,94,22.03.2022,23.03.2022,21,2,166,166,EAE,
Z,94,22.03.2022,23.03.2022,35,1,166,166,EAE,
Z,73,21.03.2022,23.03.2022,38,2,166,166,Privat,
Z,73,21.03.2022,23.03.2022,10,2,166,166,Privat,
Z,73,21.03.2022,23.03.2022,3,2,166,166,Privat,
Z,71,22.03.2022,23.03.2022,40,2,166,166,Privat,
Z,71,22.03.2022,23.03.2022,16,2,166,166,Privat,
Z,71,22.03.2022,23.03.2022,4,1,166,166,Privat,
Z,94,22.03.2022,23.03.2022,48,2,166,166,EAE,
Z,34,17.03.2022,23.03.2022,16,1,166,166,Privat,
Z,94,22.03.2022,23.03.2022,28,2,166,166,EAE,
Z,94,22.03.2022,23.03.2022,3,1,166,166,EAE,
Z,73,21.03.2022,23.03.2022,64,2,166,166,Privat,
Z,94,22.03.2022,23.03.2022,37,2,166,166,EAE,
Z,94,22.03.2022,23.03.2022,17,1,166,166,EAE,
Z,94,22.03.2022,23.03.2022,29,1,166,166,EAE,
Z,94,22.03.2022,23.03.2022,35,2,166,166,EAE,
Z,21,12.03.2022,23.03.2022,32,2,166,166,Privat,
Z,21,12.03.2022,23.03.2022,9,2,166,166,Privat,
Z,44,19.03.2022,23.03.2022,43,2,166,166,Privat,
Z,44,19.03.2022,23.03.2022,10,1,166,166,Privat,
Z,94,22.03.2022,23.03.2022,42,2,166,166,EAE,
Z,94,22.03.2022,23.03.2022,13,1,166,166,EAE,
Z,94,22.03.2022,23.03.2022,56,1,166,166,EAE,
Z,21,12.03.2022,23.03.2022,33,2,166,166,Privat,
Z,21,12.03.2022,23.03.2022,13,1,166,166,Privat,
Z,21,12.03.2022,23.03.2022,0,2,166,166,Privat,
Z,94,22.03.2022,23.03.2022,20,2,166,166,EAE,
Z,71,11.03.2022,23.03.2022,47,2,166,166,Privat,
Z,71,11.03.2022,23.03.2022,17,1,166,166,Privat,
Z,90,11.03.2022,23.03.2022,36,2,166,166,Privat,
Z,90,11.03.2022,23.03.2022,11,2,166,166,Privat,
Z,94,22.03.2022,23.03.2022,43,2,166,166,EAE,
Z,94,22.03.2022,23.03.2022,17,2,166,166,EAE,
Z,94,22.03.2022,23.03.2022,11,1,166,166,EAE,
Z,94,22.03.2022,23.03.2022,50,2,166,166,EAE,
Z,94,22.03.2022,23.03.2022,15,1,166,166,EAE,
Z,94,22.03.2022,23.03.2022,14,2,166,166,EAE,
Z,90,11.03.2022,23.03.2022,39,1,166,166,Privat,
Z,93,12.03.2022,23.03.2022,42,1,166,166,Privat,
Z,93,12.03.2022,23.03.2022,12,1,166,166,Privat,
Z,94,22.03.2022,23.03.2022,50,2,166,166,EAE,
Z,94,22.03.2022,13.07.2022,50,2,166,166,EAE,
Z,34,17.03.2022,23.03.2022,42,1,166,166,Privat,
Z,94,22.03.2022,23.03.2022,47,2,425,166,EAE,
Z,94,22.03.2022,23.03.2022,16,2,166,166,EAE,
Z,94,22.03.2022,23.03.2022,13,1,166,166,EAE,
Z,94,22.03.2022,23.03.2022,50,1,425,166,EAE,
Z,34,17.03.2022,23.03.2022,13,2,166,166,Privat,
Z,24,13.03.2022,23.03.2022,63,1,166,166,Privat,
Z,94,22.03.2022,23.03.2022,18,2,166,166,EAE,
Z,02,05.10.2022,07.10.2022,18,2,166,014,Privat,
Z,41,15.03.2022,23.03.2022,26,2,166,166,Privat,
Z,41,15.03.2022,23.03.2022,9,1,166,166,Privat,
Z,41,15.03.2022,23.03.2022,6,1,166,166,Privat,
Z,94,22.03.2022,23.03.2022,44,2,166,166,EAE,
Z,24,13.03.2022,23.03.2022,60,2,166,166,Privat,
Z,94,22.03.2022,23.03.2022,24,2,152,166,EAE,
Z,34,17.03.2022,23.03.2022,5,1,166,166,Privat,
Z,94,22.03.2022,23.03.2022,21,2,166,166,EAE,
Z,94,22.03.2022,23.03.2022,31,2,166,166,EAE,
Z,94,22.03.2022,23.03.2022,8,1,166,166,EAE,
Z,94,22.03.2022,23.03.2022,38,2,166,166,EAE,
Z,94,22.03.2022,23.03.2022,10,2,166,166,EAE,
Z,12,11.03.2022,23.03.2022,33,2,166,166,Privat,
Z,12,11.03.2022,23.03.2022,13,1,166,166,Privat,
Z,94,22.03.2022,23.03.2022,19,2,166,166,EAE,
Z,94,22.03.2022,03.08.2022,20,2,166,166,EAE,
Z,82,14.03.2022,23.03.2022,30,2,166,166,Privat,
Z,04,22.03.2022,23.03.2022,59,2,166,166,Privat,
Z,20,01.03.2022,23.03.2022,40,2,166,166,Privat,
Z,20,01.03.2022,23.03.2022,1,2,166,166,Privat,
Z,20,01.03.2022,23.03.2022,16,1,166,166,Privat,
Z,95,04.03.2022,23.03.2022,40,2,166,166,Privat,
Z,95,04.03.2022,23.03.2022,10,1,166,166,Privat,
Z,95,04.03.2022,23.03.2022,3,1,166,166,Privat,
Z,04,22.03.2022,23.03.2022,64,1,166,166,Privat,
Z,04,22.03.2022,23.03.2022,27,2,166,166,Privat,
Z,26,09.03.2022,23.03.2022,16,2,166,166,Privat,
Z,95,04.03.2022,23.03.2022,64,2,166,166,Privat,
Z,94,22.03.2022,23.03.2022,64,2,166,166,EAE,
Z,94,22.03.2022,02.08.2022,64,2,166,166,EAE,
Z,80,05.03.2022,23.03.2022,67,2,166,166,Privat,
Z,94,22.03.2022,23.03.2022,34,2,166,166,EAE,
Z,94,22.03.2022,23.03.2022,3,2,166,166,EAE,
Z,94,22.03.2022,23.03.2022,25,2,166,166,EAE,
Z,94,22.03.2022,23.03.2022,3,1,166,166,EAE,
Z,73,09.03.2022,23.03.2022,50,2,166,166,Privat,
Z,73,09.03.2022,23.03.2022,7,1,166,166,Privat,
Z,73,09.03.2022,23.03.2022,11,1,166,166,Privat,
Z,00,04.03.2022,23.03.2022,37,2,166,166,Privat,
Z,00,04.03.2022,23.03.2022,1,1,166,166,Privat,
Z,94,22.03.2022,23.03.2022,44,2,166,166,EAE,
Z,94,22.03.2022,23.03.2022,9,2,166,166,EAE,
Z,94,22.03.2022,23.03.2022,7,1,166,166,EAE,
Z,94,22.03.2022,23.03.2022,10,1,166,166,EAE,
Z,20,10.03.2022,23.03.2022,43,2,166,166,Privat,
Z,20,10.03.2022,23.03.2022,13,2,166,166,Privat,
Z,94,22.03.2022,23.03.2022,44,1,166,166,EAE,
Z,94,22.03.2022,23.03.2022,47,2,166,166,EAE,
Z,94,22.03.2022,23.03.2022,9,2,166,166,EAE,
Z,00,04.03.2022,23.03.2022,60,2,166,166,Privat,
Z,94,22.03.2022,23.03.2022,16,2,166,166,EAE,
Z,73,09.03.2022,23.03.2022,71,2,166,166,Privat,
Z,31,10.03.2022,23.03.2022,33,2,166,166,Privat,
Z,31,10.03.2022,23.03.2022,12,2,166,166,Privat,
Z,31,22.03.2022,23.03.2022,21,2,166,166,Privat,
Z,90,03.03.2022,23.03.2022,19,2,166,166,Privat,
Z,31,05.03.2022,23.03.2022,51,2,166,166,Privat,
Z,90,10.03.2022,23.03.2022,33,2,166,166,Privat,
Z,90,10.03.2022,23.03.2022,10,1,166,166,Privat,
Z,90,10.03.2022,23.03.2022,2,1,166,166,Privat,
Z,90,14.03.2022,23.03.2022,64,1,166,166,Privat,
Z,90,16.03.2022,23.03.2022,65,2,166,166,Privat,
Z,90,14.03.2022,23.03.2022,64,2,166,166,Privat,
Z,90,16.03.2022,23.03.2022,65,1,166,166,Privat,
Z,80,02.03.2022,23.03.2022,46,2,166,166,Privat,
Z,24,07.03.2022,23.03.2022,46,2,166,166,Privat,
Z,24,07.03.2022,23.03.2022,13,1,166,166,Privat,
Z,70,13.03.2022,23.03.2022,44,2,166,166,Privat,
Z,28,10.03.2022,23.03.2022,43,2,166,166,Privat,
Z,28,10.03.2022,23.03.2022,14,2,166,166,Privat,
Z,28,10.03.2022,23.03.2022,8,1,166,166,Privat,
Z,82,13.03.2022,23.03.2022,43,2,166,166,Privat,
Z,82,13.03.2022,23.03.2022,12,2,166,166,Privat,
Z,40,13.03.2022,23.03.2022,41,2,166,166,Privat,
Z,40,13.03.2022,23.03.2022,8,2,166,166,Privat,
Z,51,14.03.2022,23.03.2022,36,2,166,166,Privat,
Z,51,14.03.2022,23.03.2022,10,2,166,166,Privat,
Z,51,14.03.2022,23.03.2022,2,2,166,166,Privat,
Z,28,10.03.2022,23.03.2022,43,1,166,166,Privat,
Z,20,19.03.2022,23.03.2022,24,1,252,166,Privat,
Z,31,03.03.2022,23.03.2022,67,2,166,166,Privat,
Z,20,19.03.2022,23.03.2022,25,1,252,166,Privat,
Z,20,22.03.2022,23.03.2022,24,2,166,166,Privat,
Z,02,14.03.2022,23.03.2022,21,2,166,166,Privat,
Z,93,22.03.2022,23.03.2022,32,2,166,166,Privat,
Z,20,22.03.2022,23.03.2022,17,2,166,166,Privat,
Z,20,22.03.2022,23.03.2022,57,2,166,166,Privat,
Z,02,14.03.2022,23.03.2022,16,1,166,166,Privat,
Z,30,18.03.2022,23.03.2022,27,2,166,163,Privat,
Z,93,22.03.2022,23.03.2022,45,2,166,166,Privat,
Z,80,22.03.2022,24.03.2022,81,2,166,166,EAE,
Z,80,22.03.2022,24.03.2022,49,2,166,166,EAE,
Z,60,16.08.2022,18.08.2022,49,2,166,014,Privat,
Z,80,22.03.2022,24.03.2022,30,2,166,166,EAE,
Z,60,16.08.2022,18.08.2022,30,2,166,014,Privat,
Z,80,22.03.2022,24.03.2022,6,2,166,166,EAE,
Z,60,16.08.2022,18.08.2022,7,2,166,014,Privat,
Z,80,22.03.2022,24.03.2022,1,1,166,166,EAE,
Z,60,16.08.2022,18.08.2022,1,1,166,014,Privat,
Z,80,22.03.2022,24.03.2022,45,2,166,166,EAE,
Z,80,22.03.2022,24.03.2022,8,1,166,166,EAE,
Z,80,22.03.2022,24.03.2022,8,1,166,166,EAE,
Z,80,22.03.2022,24.03.2022,37,1,166,166,EAE,
Z,80,22.03.2022,24.03.2022,26,2,166,166,EAE,
Z,80,22.03.2022,24.03.2022,25,1,166,166,EAE,
Z,24,13.03.2022,24.03.2022,22,2,166,166,Privat,
Z,32,23.03.2022,24.03.2022,48,1,166,166,FMW,
Z,03,12.03.2022,24.03.2022,37,2,160,166,Privat,
Z,03,12.03.2022,24.03.2022,3,2,166,166,Privat,
Z,22,18.03.2022,24.03.2022,58,2,166,166,Privat,
Z,22,18.03.2022,24.03.2022,18,2,166,166,Privat,
Z,22,18.03.2022,24.03.2022,17,2,166,166,Privat,
Z,14,06.03.2022,24.03.2022,61,2,166,166,Privat,
Z,14,16.03.2022,24.03.2022,70,2,166,166,Privat,
Z,81,07.03.2022,24.03.2022,39,2,166,166,Privat,
Z,81,07.03.2022,24.03.2022,15,1,166,166,Privat,
Z,81,07.03.2022,24.03.2022,39,2,166,166,Privat,
Z,81,07.03.2022,24.03.2022,13,2,166,166,Privat,
Z,14,16.03.2022,24.03.2022,37,2,166,166,Privat,
Z,14,16.03.2022,24.03.2022,8,2,166,166,Privat,
Z,03,10.03.2022,24.03.2022,44,2,166,166,Privat,
Z,74,17.03.2022,24.03.2022,39,2,166,166,Privat,
Z,74,17.03.2022,24.03.2022,4,2,166,166,Privat,
Z,95,14.03.2022,24.03.2022,39,2,166,166,Privat,
Z,95,14.03.2022,24.03.2022,11,1,166,166,Privat,
Z,32,13.03.2022,24.03.2022,30,2,166,166,Privat,
Z,32,13.03.2022,24.03.2022,9,1,166,166,Privat,
Z,03,10.03.2022,24.03.2022,23,2,166,166,Privat,
Z,03,10.03.2022,24.03.2022,0,1,166,166,Privat,
Z,50,24.03.2022,24.03.2022,42,2,166,166,Privat,
Z,93,23.03.2022,24.03.2022,19,1,166,166,Privat,
Z,10,24.03.2022,24.03.2022,36,2,166,166,Privat,
Z,10,24.03.2022,24.03.2022,5,1,166,166,Privat,
Z,64,07.03.2022,24.03.2022,25,2,166,166,Privat,
Z,93,23.03.2022,24.03.2022,43,1,166,166,Privat,
Z,10,24.03.2022,24.03.2022,35,2,166,166,Privat,
Z,91,20.03.2022,24.03.2022,33,2,166,166,Privat,
Z,10,24.03.2022,24.03.2022,66,2,166,166,Privat,
Z,91,20.03.2022,24.03.2022,14,1,166,166,Privat,
Z,20,12.03.2022,24.03.2022,25,1,166,166,Privat,
Z,93,23.03.2022,24.03.2022,40,2,166,166,Privat,
Z,93,23.03.2022,24.03.2022,11,1,166,166,Privat,
Z,20,17.03.2022,24.03.2022,58,2,166,166,Privat,
Z,21,23.03.2022,24.03.2022,64,2,166,166,Privat,
Z,13,03.03.2022,24.03.2022,26,2,166,166,EAE,
Z,13,03.03.2022,24.03.2022,38,2,166,166,EAE,
Z,13,03.03.2022,24.03.2022,10,1,166,166,EAE,
Z,21,21.03.2022,24.03.2022,29,2,166,166,Privat,
Z,51,11.03.2022,24.03.2022,39,2,166,166,Privat,
Z,51,11.03.2022,24.03.2022,9,1,166,166,Privat,
Z,51,11.03.2022,24.03.2022,45,2,166,166,Privat,
Z,51,11.03.2022,24.03.2022,13,2,166,166,Privat,
Z,51,11.03.2022,24.03.2022,13,1,166,166,Privat,
Z,13,06.03.2022,24.03.2022,60,2,166,166,EAE,
Z,93,02.03.2022,24.03.2022,45,1,166,166,Privat,
Z,23,09.03.2022,24.03.2022,33,2,166,166,Privat,
Z,23,09.03.2022,24.03.2022,4,1,166,166,Privat,
Z,23,09.03.2022,24.03.2022,0,2,166,166,Privat,
Z,41,24.03.2022,24.03.2022,36,2,166,166,Privat,
Z,41,24.03.2022,24.03.2022,14,2,166,166,Privat,
Z,41,24.03.2022,24.03.2022,6,1,166,166,Privat,
Z,23,09.03.2022,24.03.2022,61,2,166,166,Privat,
Z,00,16.03.2022,24.03.2022,48,2,166,166,Privat,
Z,74,21.03.2022,24.03.2022,30,2,166,012,Privat,
Z,74,21.03.2022,24.03.2022,2,1,166,012,Privat,
Z,74,21.03.2022,24.03.2022,4,2,166,012,Privat,
Z,40,09.03.2022,24.03.2022,38,2,166,166,Privat,
Z,40,09.03.2022,24.03.2022,1,1,166,166,Privat,
Z,82,15.03.2022,24.03.2022,34,2,166,166,Privat,
Z,61,14.03.2022,24.03.2022,48,2,166,166,Privat,
Z,61,14.03.2022,24.03.2022,27,1,166,166,Privat,
Z,22,12.03.2022,24.03.2022,35,2,166,166,Privat,
Z,22,12.03.2022,24.03.2022,9,1,166,166,Privat,
Z,40,13.03.2022,24.03.2022,42,2,166,166,Privat,
Z,40,11.03.2022,24.03.2022,32,2,166,166,Privat,
Z,32,13.03.2022,24.03.2022,35,2,166,166,Privat,
Z,32,13.03.2022,24.03.2022,12,2,166,166,Privat,
Z,80,23.03.2022,24.03.2022,30,2,423,166,EAE,
Z,80,23.03.2022,24.03.2022,3,1,423,166,EAE,
Z,80,23.03.2022,24.03.2022,29,1,423,166,EAE,
Z,80,23.03.2022,24.03.2022,27,1,285,166,EAE,
Z,80,23.03.2022,24.03.2022,23,1,232,166,EAE,
Z,80,23.03.2022,24.03.2022,33,1,232,166,EAE,
Z,80,23.03.2022,24.03.2022,20,1,232,166,EAE,
Z,80,23.03.2022,24.03.2022,24,1,232,166,EAE,
Z,92,21.03.2022,24.03.2022,76,2,166,166,Privat,
Z,41,07.03.2022,24.03.2022,31,1,166,166,Privat,
Z,51,11.03.2022,24.03.2022,21,2,160,166,Privat,
Z,55,20.03.2022,24.03.2022,26,2,166,166,Privat,
Z,55,17.03.2022,24.03.2022,42,2,166,166,Privat,
Z,55,17.03.2022,24.03.2022,17,2,166,166,Privat,
Z,55,20.03.2022,24.03.2022,30,2,166,166,Privat,
Z,31,21.03.2022,24.03.2022,37,2,166,166,Privat,
Z,31,21.03.2022,24.03.2022,4,2,166,166,Privat,
Z,11,15.03.2022,24.03.2022,35,2,166,166,Privat,
Z,51,12.03.2022,24.03.2022,28,1,166,166,Privat,
Z,11,15.03.2022,24.03.2022,16,2,166,166,Privat,
Z,51,11.03.2022,24.03.2022,38,2,166,166,Privat,
Z,03,12.03.2022,24.03.2022,40,2,166,166,Privat,
Z,51,11.03.2022,24.03.2022,3,2,166,166,Privat,
Z,03,12.03.2022,24.03.2022,19,2,166,166,Privat,
Z,51,11.03.2022,24.03.2022,84,2,166,166,Privat,
Z,51,11.03.2022,24.03.2022,62,2,166,166,Privat,
Z,71,06.03.2022,24.03.2022,33,2,166,166,Privat,
Z,71,06.03.2022,24.03.2022,10,1,166,166,Privat,
Z,71,06.03.2022,24.03.2022,7,2,166,166,Privat,
Z,71,06.03.2022,24.03.2022,7,2,166,166,Privat,
Z,71,06.03.2022,24.03.2022,61,2,166,166,Privat,
Z,93,03.03.2022,24.03.2022,25,2,166,166,Privat,
Z,93,03.03.2022,24.03.2022,5,2,166,166,Privat,
Z,51,07.03.2022,24.03.2022,43,2,166,166,Privat,
Z,51,07.03.2022,24.03.2022,3,1,166,166,Privat,
Z,93,03.03.2022,24.03.2022,29,1,166,166,Privat,
Z,51,07.03.2022,24.03.2022,33,1,160,166,Privat,
Z,91,05.03.2022,24.03.2022,35,2,166,166,Privat,
Z,91,05.03.2022,24.03.2022,6,2,166,166,Privat,
Z,94,18.03.2022,24.03.2022,33,2,166,166,EAE,
Z,94,18.03.2022,24.03.2022,9,2,166,166,EAE,
Z,71,22.03.2022,24.03.2022,23,2,166,166,Privat,
Z,71,22.03.2022,24.03.2022,1,2,166,166,Privat,
Z,22,15.03.2022,24.03.2022,43,1,422,166,Privat,
Z,71,17.03.2022,24.03.2022,50,2,166,166,Privat,
Z,91,05.03.2022,24.03.2022,36,1,166,166,Privat,
Z,93,03.03.2022,24.03.2022,30,2,166,166,Privat,
Z,93,03.03.2022,24.03.2022,8,1,166,166,Privat,
Z,93,03.03.2022,24.03.2022,1,1,166,166,Privat,
Z,11,15.03.2022,24.03.2022,32,2,166,166,Privat,
Z,11,15.03.2022,24.03.2022,4,1,166,166,Privat,
Z,11,15.03.2022,24.03.2022,0,1,166,166,Privat,
Z,93,18.03.2022,24.03.2022,18,1,166,166,Privat,
Z,93,08.03.2022,24.03.2022,44,2,166,166,Privat,
Z,93,18.03.2022,24.03.2022,46,1,166,166,Privat,
Z,81,02.03.2022,24.03.2022,40,2,166,166,Privat,
Z,81,02.03.2022,24.03.2022,16,1,166,166,Privat,
Z,81,02.03.2022,24.03.2022,14,2,166,166,Privat,
Z,81,02.03.2022,24.03.2022,7,1,166,166,Privat,
Z,93,03.03.2022,24.03.2022,32,1,166,166,Privat,
Z,50,14.03.2022,24.03.2022,35,1,166,166,Privat,
Z,81,02.03.2022,24.03.2022,48,1,166,166,Privat,
Z,04,09.03.2022,24.03.2022,70,2,166,166,Privat,
Z,50,13.03.2022,24.03.2022,34,2,166,166,Privat,
Z,50,13.03.2022,24.03.2022,3,2,166,166,Privat,
Z,50,13.03.2022,24.03.2022,8,1,166,166,Privat,
Z,50,13.03.2022,24.03.2022,0,1,166,166,Privat,
Z,04,09.03.2022,24.03.2022,71,1,166,166,Privat,
Z,71,03.03.2022,24.03.2022,39,2,166,166,Privat,
Z,71,03.03.2022,24.03.2022,11,2,166,166,Privat,
Z,71,03.03.2022,24.03.2022,5,1,166,166,Privat,
Z,71,02.03.2022,24.03.2022,68,1,166,166,Privat,
Z,71,03.03.2022,24.03.2022,36,2,166,166,Privat,
Z,90,09.03.2022,25.03.2022,50,2,166,166,Privat,
Z,53,09.03.2022,25.03.2022,48,2,166,166,Privat,
Z,32,05.03.2022,25.03.2022,27,2,166,166,Privat,
Z,32,05.03.2022,25.03.2022,0,2,166,166,Privat,
Z,32,05.03.2022,25.03.2022,1,1,166,166,Privat,
Z,52,08.03.2022,25.03.2022,25,2,166,166,Privat,
Z,22,08.03.2022,25.03.2022,37,2,166,166,Privat,
Z,22,08.03.2022,25.03.2022,8,1,166,166,Privat,
Z,22,08.03.2022,25.03.2022,13,2,166,166,Privat,
Z,90,09.03.2022,25.03.2022,19,2,166,166,Privat,
Z,32,05.03.2022,25.03.2022,12,2,166,166,Privat,
Z,90,01.03.2022,25.03.2022,40,2,166,166,Privat,
Z,34,14.03.2022,25.03.2022,58,2,166,166,Privat,
Z,31,14.03.2022,25.03.2022,78,1,166,166,Privat,
Z,35,11.03.2022,25.03.2022,33,2,166,166,Privat,
Z,35,11.03.2022,25.03.2022,13,1,166,166,Privat,
Z,35,11.03.2022,25.03.2022,8,1,166,166,Privat,
Z,31,14.03.2022,25.03.2022,73,2,166,166,Privat,
Z,31,14.03.2022,25.03.2022,43,2,166,166,Privat,
Z,31,14.03.2022,25.03.2022,55,2,166,166,Privat,
Z,22,16.03.2022,25.03.2022,35,2,166,166,Privat,
Z,22,16.03.2022,25.03.2022,11,1,166,166,Privat,
Z,02,14.03.2022,25.03.2022,14,1,166,166,Privat,
Z,24,16.03.2022,25.03.2022,36,2,166,166,Privat,
Z,24,16.03.2022,25.03.2022,9,2,166,166,Privat,
Z,24,16.03.2022,25.03.2022,12,1,166,166,Privat,
Z,24,16.03.2022,25.03.2022,0,1,166,166,Privat,
Z,30,23.03.2022,25.03.2022,37,2,166,166,Privat,
Z,30,23.03.2022,25.03.2022,15,2,166,166,Privat,
Z,30,23.03.2022,25.03.2022,7,1,166,166,Privat,
Z,92,10.03.2022,25.03.2022,33,2,166,166,Privat,
Z,92,10.03.2022,25.03.2022,11,1,166,166,Privat,
Z,20,23.03.2022,25.03.2022,41,2,166,166,Privat,
Z,20,23.03.2022,25.03.2022,11,1,166,166,Privat,
Z,90,11.03.2022,25.03.2022,59,2,166,166,Privat,
Z,90,11.03.2022,25.03.2022,30,2,166,166,Privat,
Z,13,24.03.2022,25.03.2022,80,2,166,166,EAE,
Z,74,16.03.2022,25.03.2022,18,2,166,166,Privat,
Z,13,24.03.2022,25.03.2022,47,2,166,166,EAE,
Z,73,23.03.2022,25.03.2022,60,1,166,166,Privat,
Z,13,24.03.2022,25.03.2022,15,2,166,166,EAE,
Z,13,24.03.2022,25.03.2022,24,2,166,166,EAE,
Z,74,16.03.2022,25.03.2022,31,2,166,166,Privat,
Z,74,16.03.2022,25.03.2022,7,1,166,166,Privat,
Z,74,16.03.2022,25.03.2022,2,2,166,166,Privat,
Z,13,24.03.2022,25.03.2022,44,2,166,166,EAE,
Z,13,24.03.2022,25.03.2022,10,1,166,166,EAE,
Z,29,05.03.2022,25.03.2022,40,2,166,166,Privat,
Z,29,05.03.2022,25.03.2022,4,2,166,166,Privat,
Z,70,10.03.2022,25.03.2022,34,2,166,166,Privat,
Z,13,24.03.2022,25.03.2022,31,2,166,166,EAE,
Z,13,24.03.2022,25.03.2022,2,1,166,166,EAE,
Z,40,22.03.2022,25.03.2022,35,2,166,166,Privat,
Z,40,22.03.2022,25.03.2022,9,2,166,166,Privat,
Z,40,22.03.2022,25.03.2022,6,2,166,166,Privat,
Z,90,12.03.2022,25.03.2022,40,2,166,166,Privat,
Z,90,12.03.2022,25.03.2022,14,2,166,166,Privat,
Z,13,24.03.2022,25.03.2022,50,2,166,166,EAE,
Z,13,24.03.2022,25.03.2022,17,1,166,166,EAE,
Z,70,10.03.2022,25.03.2022,3,2,166,166,Privat,
Z,13,24.03.2022,25.03.2022,23,1,461,166,EAE,
Z,29,05.03.2022,25.03.2022,19,2,166,166,Privat,
Z,13,24.03.2022,25.03.2022,24,1,461,166,EAE,
Z,54,21.03.2022,25.03.2022,22,2,166,166,Privat,
Z,28,16.03.2022,25.03.2022,28,2,166,166,Privat,
Z,28,16.03.2022,25.03.2022,9,2,166,166,Privat,
Z,90,12.03.2022,25.03.2022,44,2,166,166,Privat,
Z,13,24.03.2022,25.03.2022,42,2,166,166,EAE,
Z,13,24.03.2022,25.03.2022,12,1,166,166,EAE,
Z,13,24.03.2022,25.03.2022,11,2,166,166,EAE,
Z,13,24.03.2022,25.03.2022,70,1,166,166,EAE,
Z,13,24.03.2022,25.03.2022,67,2,166,166,EAE,
Z,90,12.03.2022,25.03.2022,18,2,166,166,Privat,
Z,62,14.03.2022,25.03.2022,37,2,166,166,Privat,
Z,62,14.03.2022,25.03.2022,14,2,166,166,Privat,
Z,13,24.03.2022,25.03.2022,51,2,432,166,EAE,
Z,13,24.03.2022,25.03.2022,14,1,166,166,EAE,
Z,35,21.03.2022,25.03.2022,36,2,166,166,Privat,
Z,35,21.03.2022,25.03.2022,14,2,166,166,Privat,
Z,35,21.03.2022,25.03.2022,4,1,166,166,Privat,
Z,50,22.03.2022,25.03.2022,35,2,166,166,Privat,
Z,50,22.03.2022,25.03.2022,10,2,166,166,Privat,
Z,50,22.03.2022,25.03.2022,8,2,166,166,Privat,
Z,02,22.03.2022,25.03.2022,55,2,166,166,Privat,
Z,50,22.03.2022,25.03.2022,35,2,166,166,Privat,
Z,90,12.03.2022,25.03.2022,27,2,166,166,Privat,
Z,90,12.03.2022,25.03.2022,0,1,166,166,Privat,
Z,50,10.03.2022,25.03.2022,18,2,166,166,Privat,
Z,64,18.03.2022,25.03.2022,45,1,166,166,Privat,
Z,50,10.03.2022,25.03.2022,48,2,166,166,Privat,
Z,27,08.03.2022,25.03.2022,52,2,166,166,Privat,
Z,00,09.03.2022,25.03.2022,27,2,166,166,Privat,
Z,50,10.03.2022,25.03.2022,16,2,166,166,Privat,
Z,22,01.03.2022,25.03.2022,31,2,166,166,Privat,
Z,22,01.03.2022,25.03.2022,6,2,166,166,Privat,
Z,50,10.03.2022,25.03.2022,8,2,166,166,Privat,
Z,30,25.03.2022,25.03.2022,31,2,166,166,Privat,
Z,30,25.03.2022,25.03.2022,5,1,166,166,Privat,
Z,91,04.03.2022,25.03.2022,27,2,166,166,Privat,
Z,91,04.03.2022,25.03.2022,4,2,166,166,Privat,
Z,03,24.03.2022,25.03.2022,25,2,166,166,Privat,
Z,90,20.03.2022,25.03.2022,33,2,166,166,Privat,
Z,90,20.03.2022,25.03.2022,2,2,166,166,Privat,
Z,64,20.03.2022,25.03.2022,66,2,166,166,Privat,
Z,64,20.03.2022,25.03.2022,13,2,166,166,Privat,
Z,04,07.03.2022,25.03.2022,72,1,166,166,Privat,
Z,41,21.03.2022,25.03.2022,35,2,166,166,Privat,
Z,41,21.03.2022,25.03.2022,9,2,166,166,Privat,
Z,41,21.03.2022,25.03.2022,4,2,166,166,Privat,
Z,75,15.03.2022,25.03.2022,18,2,166,166,Privat,
Z,04,04.03.2022,25.03.2022,57,1,439,166,Privat,
Z,75,15.03.2022,25.03.2022,44,2,166,166,Privat,
