pegelNummer;pegelName;betreiber;gewaesser;geogrLaenge;geogrBreite;von;bis;parameter;stillgelegtAm;isDFUE;einzugsgebiet;pnp;pnp_gueltig_ab;gewaesserfolge
114380;Hopen;LKN, Husum;Neuwiesenzuggraben;9.144373;53.989391;1998-02-25;;Abfluss;2009-01-08;false;2.76;0.000000;1984-12-14;
114046;Husum-Nord;LKN, Husum;Maade;9.045545;54.493286;1996-11-01;;Abfluss;;false;4.33;-0.010000;1994-11-01;
114259;Wittensee;LKN, Kiel;Wittensee;9.744575;54.370216;1984-11-01;;Wasserstand;;false;48.7;0.000000;1994-11-01;
110035;Munkmarsch;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.363350;54.921242;1982-11-01;2020-01-22;Wasserstand;;true;;-5.000000;2018-01-01;
110100;Strand;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.791081;54.611481;1976-03-12;2020-01-22;Wasserstand;;true;;-5.000000;2018-01-01;
110111;Foehrer-Ley-Sued;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.608736;54.759449;1976-05-19;;Wasserstand;1991-12-12;false;;-5.000000;2005-10-19;
110116;Liinsand;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.441256;54.766659;1994-04-20;;Wasserstand;2004-06-17;false;;-5.000000;1994-11-01;
110160;Pandertief;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.376592;54.930668;1994-05-05;;Wasserstand;1995-01-04;false;;-5.000000;2005-10-19;
110171;Hoernum West Hilfspegel;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.275351;54.758778;1999-04-26;;Wasserstand;1999-07-29;false;;-5.000000;2005-10-19;
110182;Wesselburener-Loch;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.691659;54.230000;1999-05-05;;Wasserstand;2009-01-01;false;;-5.000000;2004-02-05;
114274;Sarnekow;LKN, Itzehoe;Mühlenbach;10.744810;53.545673;;;Abfluss;1989-10-31;false;63.02;21.150000;1986-12-01;
114346;Spölbek;LKN, Husum;Schafflunder Mühlenstrom;9.081999;54.718533;1995-07-01;;Abfluss;;false;86.96;-4.990000;2018-04-10;
114126;Wendlohe;LKN, Itzehoe;Rugenwedelsau;9.939358;53.658848;1984-11-01;;Abfluss;;false;9.21;9.515000;1994-11-01;
110067;Pinnau-Sperrwerk DMA;LKN, Itzehoe;Pinnau;9.557531;53.671383;2006-06-13;;Abfluss;2009-03-23;false;348.35;-5.000000;2003-03-06;Nordsee
114108;Wennbüttel;LKN, Itzehoe;Gieselau;9.323566;54.132839;1984-11-01;;Abfluss;;false;35.01;-5.015000;1994-11-01;Nord-Ostsee-Kanal, Elbe
114087;Nütschau;LKN, Itzehoe;Trave;10.335901;53.826977;1999-09-01;;Abfluss;;false;475.16;0.000000;1999-08-18;
114091;Quellenthal/Beste;LKN, Itzehoe;Beste;10.357403;53.795570;1984-11-01;;Abfluss;;false;136.61;-0.017000;1994-11-01;Ostsee
114107;Süderrade;LKN, Itzehoe;Süderau;9.372350;54.198551;1984-11-01;;Abfluss;;false;9.35;-5.017000;1994-11-01;Nordsee
114268;Stolpe;LKN, Kiel;Lachsbach;10.779927;54.158470;1986-07-01;;Abfluss;;false;17.3;19.379000;2010-05-03;
111022;Tümlau BP;LKN, Husum;Tümlauer Sielzug;8.674956;54.350613;2003-05-15;;Abfluss;;false;30.77;-5.000000;1994-11-01;
114251;Quellenthal 2;LKN, Itzehoe;Barnitz;10.368368;53.794739;1984-12-01;;Abfluss;;false;58.77;-0.018000;1994-11-01;
114564;Weißenhaus BP;LKN, Kiel;Oldenburger Graben;10.785211;54.307724;2006-11-01;2020-01-22;Abfluss;;true;110.05;-5.000000;2006-11-01;
110145;Kolumbusloch;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.606493;54.385864;1979-05-23;;Wasserstand;2005-11-04;false;;-5.000000;1994-11-01;
112252;Neuendeich;LKN, Itzehoe;Pinnau;9.608242;53.674641;2009-05-17;;Abfluss;;false;324.93;-5.000000;2009-03-01;Nordsee
114582;Wallsbüll-Nord;LKN, Husum;Schafflunder Mühlenstrom;9.246001;54.796200;2013-04-01;;Abfluss;;false;;11.000000;2009-03-01;
114479;Lankauer See;LKN, Flintbek;Lankauer See;10.650696;53.663345;2016-03-03;;Wasserstand;;false;;22.341000;2010-11-09;
114518;Pinnsee;LKN, Itzehoe;Pinnsee;10.739105;53.633614;2016-03-03;;Wasserstand;;false;;27.424999;2018-10-11;
114631;Dahme AP;LKN, Kiel;Ostsee;11.083563;54.234322;2011-04-20;2020-01-22;Wasserstand;;true;113.6;-5.000000;2011-04-24;
114176;Dobersdorfer See;LKN, Kiel;Dobersdorfer See;10.290336;54.321781;1979-11-01;;Wasserstand;;false;22.95;0.000000;1998-11-01;
114221;Dragerborn;LKN, Itzehoe;Bekau;9.522917;54.005840;1983-11-01;;Wasserstand;1985-10-31;false;38.6;2.033000;1983-08-18;
111011;Everschopsiel BP;LKN, Husum;Staubecken Everschop;8.827892;54.407818;1997-11-04;2020-01-22;Wasserstand;;true;65.28;-5.010000;2018-01-01;
114122;Eversdorf;LKN, Itzehoe;Bekau;9.476411;53.987141;1984-11-01;;Wasserstand;1991-01-11;false;105.0;-5.026000;1958-12-04;
111050;Fiel;LKN, Husum;Dehringstrom;9.148496;54.140472;2001-04-01;2020-01-22;Wasserstand;;true;18.64;-5.020000;2019-03-07;Speicherbecken Speicherkoog Nord, Nordsee
114347;Friedrichsfeld;LKN, Husum;Silberstedter Au;9.343499;54.486183;1994-11-01;;Wasserstand;;false;66.87;-5.000000;2018-01-01;
114116;Bad Bramstedt/Schmalfelder Au;LKN, Itzehoe;Schmalfelder Au;9.890013;53.909286;1984-11-01;2020-01-22;Wasserstand;;true;176.13;0.000000;1984-11-01;Bramau, Stör, Elbe
114280;Bokel/Bokeler Au;LKN, Kiel;Bokeler Au;9.769238;54.223679;1987-09-01;;Wasserstand;;false;30.1;0.000000;2011-08-18;
114119;Bokholtermühle;LKN, Itzehoe;Krückau;9.694757;53.769360;1994-11-01;;Wasserstand;;false;131.79;1.490000;1994-11-01;Nordsee
114374;Appen;LKN, Itzehoe;Appener Au;9.749495;53.660053;1995-03-01;;Wasserstand;2009-01-14;false;14.09;1.783000;1995-03-01;
114288;Behl;LKN, Kiel;Behler Au;10.475632;54.180382;1988-12-01;;Wasserstand;;false;6.41;0.000000;2012-05-30;
114222;Billwatt;LKN, Kiel;Oxbek;9.704095;54.637222;1984-11-01;2020-01-22;Wasserstand;;true;80.6;9.500000;2014-06-23;
114013;Bordelumfeld;LKN, Husum;Bordelumer Bach;8.932981;54.634922;1984-11-01;;Wasserstand;2003-01-08;false;1.48;0.000000;1968-09-23;
114215;Dannewerk;LKN, Husum;Dannewerkgraben;9.528188;54.506115;1984-11-01;;Wasserstand;2009-01-08;false;5.98;-0.605000;1982-02-25;
114237;Behler See;LKN, Kiel;Behler See;10.487944;54.170341;1983-11-01;;Wasserstand;;false;192.0;0.000000;2010-08-23;
114290;Bokel/Störbek;LKN, Itzehoe;Störbek;9.724338;53.870384;1988-12-01;2020-01-22;Wasserstand;;true;32.95;2.186000;1994-11-01;
114016;Bordesholmer See;LKN, Kiel;Bordesholmer See;10.017457;54.176674;1969-11-01;;Wasserstand;;false;20.5;0.000000;1994-11-01;
114246;Breitenfelde;LKN, Kiel;Priesterbach;10.649094;53.604477;1984-12-05;;Wasserstand;;false;32.8;0.000000;1994-11-01;
111112;Friedrichstadt/Spülschleuse;LKN, Husum;Ostersielzug;9.088280;54.371716;2000-01-01;2020-01-22;Wasserstand;;true;794.64;-5.010000;2018-05-07;
114053;Gr.Plöner See;LKN, Kiel;Gr.Plöner See;10.427700;54.159477;1969-11-01;2020-01-22;Wasserstand;;true;386.0;0.000000;2002-09-03;
114034;Hammer;LKN, Kiel;Eider;10.073149;54.286018;1984-11-01;2020-01-22;Wasserstand;;true;151.06;8.727000;2010-09-08;Nord-Ostsee-Kanal, Elbe, Nordsee
114587;Gudendorf;LKN, Husum;---;9.091558;54.024891;2007-03-29;;Wasserstand;;false;2.59;-5.000000;2018-01-01;
114445;Herrenmühle OP;LKN, Itzehoe;Trave;10.301972;53.903854;1983-03-28;2020-01-22;Wasserstand;;true;413.38;0.064000;2001-08-01;
114304;Kl.Hansdorf;LKN, Itzehoe;Bunsbach;10.211242;53.731823;1990-12-01;;Wasserstand;1992-10-31;false;;26.889000;1990-12-01;
114115;Leezen;LKN, Flintbek;Gr.Niendorfer Au;10.254970;53.864807;1984-11-01;;Wasserstand;1989-11-15;false;20.2;21.500000;1980-11-01;
114578;Lindewitt-L12;LKN, Husum;Linnau;9.213120;54.692509;2009-04-02;;Wasserstand;;false;47.16;2.510000;2018-06-18;
114046;Husum-Nord;LKN, Husum;Maade;9.045545;54.493286;1974-02-24;;Wasserstand;;false;4.33;-0.010000;1994-11-01;
114270;Gudower See;LKN, Itzehoe;Gudower See;10.769656;53.552582;1986-12-01;;Wasserstand;;false;58.8;23.653999;2011-07-05;
114580;Knorburg;LKN, Husum;Soholmer Au;9.082108;54.711353;2009-04-02;;Wasserstand;;false;167.53;-4.990000;2018-05-07;Nordsee (Schlütt, Süderaue)
114414;Kücknitz;LKN, Itzehoe;Kücknitzermühlenbach;10.790821;53.900642;1997-07-01;;Wasserstand;2009-01-08;false;9.08;0.000000;1997-07-01;
114577;Lindewitt;LKN, Husum;Linnau;9.196071;54.696033;2010-04-03;;Wasserstand;;false;53.11;0.510000;2018-01-01;
111012;Garding-Nord;LKN, Husum;Norderbootfahrt;8.782865;54.348438;1978-02-24;2020-01-22;Wasserstand;;true;4.49;-5.030000;1994-11-01;
114459;Herrenmühle UP;LKN, Itzehoe;Trave;10.303332;53.902061;2002-10-01;2020-01-22;Wasserstand;;true;415.1;0.064000;2002-02-13;
114559;Hungriger Wolf;LKN, Itzehoe;Rantzau;9.593184;53.987907;2005-09-13;;Wasserstand;2017-04-24;false;28.45;5.700000;2005-09-01;
114370;Grammsee;LKN, Itzehoe;Grammsee;10.871312;53.701488;1994-11-01;;Wasserstand;2005-11-01;false;2.0;0.000000;1998-11-01;
114551;Kasenort-Binnen;LKN, Itzehoe;Wilsterau;9.407386;53.912247;1999-11-01;2020-01-22;Wasserstand;;true;39.12;-4.976000;1994-11-01;
114145;Lütau;LKN, Kiel;Linau;10.540814;53.438229;1984-11-01;2020-01-22;Wasserstand;;true;90.3;0.000000;1999-09-01;Elbe
114169;Mechower See;LKN, Itzehoe;Bäk;10.817731;53.716686;1984-11-01;;Wasserstand;1991-01-31;false;44.2;30.000000;1979-05-15;
114306;Mehlbek 2;LKN, Itzehoe;Stegau;9.440945;54.013870;1991-11-01;2020-01-22;Wasserstand;;true;29.78;6.818000;1994-11-01;
112252;Neuendeich;LKN, Itzehoe;Pinnau;9.608242;53.674641;2009-05-17;;Wasserstand;;false;324.93;-5.000000;2009-03-01;Nordsee
111037;Tetenhusen/Umleitungsdeich;LKN, Husum;Bennebek;9.409903;54.363846;1998-10-19;;Wasserstand;2012-01-18;false;;-5.010000;1994-11-01;
114058;Schlesw.-Noorstr.;LKN, Husum;Mühlenbach (Schleswig);9.571872;54.515614;1984-11-01;;Wasserstand;2012-01-10;false;17.1;-0.354000;1994-11-01;
114261;Soltfeld;LKN, Husum;Kielstau;9.495998;54.709503;1985-12-01;;Wasserstand;;false;48.0;26.570999;2018-01-01;
111028;Sönke-Nissen-Koog BP;LKN, Husum;Staubecken Sönke-Nissen-Koog;8.891851;54.592598;2003-01-16;2020-01-22;Wasserstand;;true;;-5.010000;2018-01-01;
114599;Treia-Goosholz;LKN, Husum;Treene;9.323746;54.500473;2017-07-19;;Wasserstand;2017-08-15;false;485.13;-5.000000;2009-07-14;Eider, Nordsee
114426;Ratzeburg Süd;LKN, Flintbek;---;10.779534;53.691776;1999-08-01;;Wasserstand;2001-01-31;false;;0.000000;1999-07-27;
114213;Ridders;LKN, Itzehoe;Rantzau;9.602630;54.003021;1984-11-01;2020-01-22;Wasserstand;;true;26.3;0.000000;2002-11-01;
111100;Trockenkoog;LKN, Husum;---;8.841609;54.370712;2005-06-13;;Wasserstand;2007-07-19;false;;;;
114313;Uhlenhorst;LKN, Kiel;Mühlenau;10.133805;54.423786;1986-07-01;;Wasserstand;1993-11-01;false;20.0;0.000000;1990-03-15;
114226;Ukleisee;LKN, Kiel;Ukleisee;10.628758;54.183800;1983-01-01;;Wasserstand;;false;12.8;22.040001;2012-08-01;
114419;Reesdorf;LKN, Kiel;Eider;10.062605;54.183090;1997-10-01;;Wasserstand;2009-01-08;false;90.0;0.000000;1997-09-30;Nord-Ostsee-Kanal, Elbe, Nordsee
114590;Reinsbüttel;LKN, Husum;---;8.927125;54.173958;2007-03-29;;Wasserstand;;false;53.62;-5.000000;2007-03-29;
114597;Sipsdorf;LKN, Kiel;Johannisbek;10.870992;54.255692;2008-11-29;;Wasserstand;;false;;0.000000;2008-11-29;
114328;Papenau unten;LKN, Kiel;Papenau;9.610537;54.109535;1991-11-01;;Wasserstand;1998-07-31;false;;0.000000;1994-11-01;
114550;Neustädter Binnenwasser;LKN, Kiel;---;10.810611;54.106659;2004-09-15;;Wasserstand;2014-05-01;false;;-4.971000;2010-04-29;
114336;Schulensee;LKN, Kiel;Schulensee;10.097894;54.284771;1992-07-01;;Wasserstand;;false;154.0;0.002000;2018-01-01;
114436;Sollerup;LKN, Husum;Treene;9.323866;54.570293;1998-06-24;;Wasserstand;;false;314.34;0.000000;1997-11-03;Eider, Nordsee
114198;Wedel 1;LKN, Itzehoe;Wedeler Au;9.724187;53.586430;1984-11-01;;Wasserstand;;false;34.3;3.680000;1994-11-01;
111033;Westerhever;LKN, Husum;Westerhever Sielzug;8.674968;54.382259;1994-06-14;2020-01-22;Wasserstand;;true;6.86;-5.030000;1994-11-01;
111055;Windbergen;LKN, Husum;Süderau;9.119058;54.059677;1997-11-01;;Wasserstand;;false;64.05;-5.030000;2018-01-01;
110006;Hooge-Anleger;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.556274;54.578728;1976-12-01;2020-01-22;Wasserstand;;true;;-5.020000;2018-01-01;
110019;Nordgroven AP;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.817820;54.166958;2003-12-27;;Wasserstand;;false;;-5.040000;2018-01-01;
110031;Hooger-Faehre Pellworm;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.597851;54.535690;1980-11-01;2020-01-22;Wasserstand;;true;;-5.020000;2018-01-01;
114212;Alt Duvenstedt;LKN, Kiel;Otternbek;9.645651;54.370625;1984-11-01;;Abfluss;2013-07-11;false;3.99;-0.088000;2010-03-26;
114453;Bondebrück;LKN, Husum;Bondenau;9.631142;54.699600;2001-12-07;;Abfluss;;false;20.31;20.000000;2018-01-01;Tideeider, Nordsee
114437;Arlau-Schleuse BP;LKN, Husum;Arlau;8.940065;54.547329;2000-01-01;2020-01-22;Abfluss;;true;286.566;-5.000000;2018-01-01;
114435;Augaard;LKN, Husum;Treene;9.460017;54.700928;1998-07-01;;Abfluss;;false;135.05;20.000000;2018-01-01;Eider, Nordsee
114026;Esperstoftfeld;LKN, Husum;Bollingstedter Au;9.365951;54.578503;1984-11-01;;Abfluss;;false;98.9;0.000000;1994-11-01;Tideeider, Nordsee
114362;Hainholzgraben;LKN, Kiel;Hainholzgraben;10.771885;53.981522;;;Abfluss;1996-01-31;false;;0.000000;1994-11-01;
114430;Flensburg-Nikolaiallee;LKN, Husum;Mühlenstrom (Flensburg);9.422582;54.774818;2000-02-01;;Abfluss;2012-01-10;false;34.5;10.000000;2000-02-01;
114535;Efkebüll BP;LKN, Husum;Geltinger See;8.879580;54.712551;2003-12-01;;Abfluss;2004-09-23;false;;-5.000000;2003-11-24;Bongsieler Kanal, Nordsee
114043;Langwedel;LKN, Kiel;Oldendieksau;9.925315;54.203476;1984-11-01;;Abfluss;1993-10-31;false;32.2;0.000000;1986-08-01;
114167;Wildenhorst;LKN, Kiel;Passau;10.314730;54.270916;1984-11-01;;Wasserstand;1990-04-30;false;13.3;0.000000;1986-06-01;
114018;Bünsdorf;LKN, Kiel;Schirnau;9.745614;54.368145;2003-09-24;;Abfluss;;false;48.15;2.450000;2003-09-01;
114021;Drelsdorf;LKN, Husum;Ostenau;9.035567;54.595490;1984-11-01;;Abfluss;;false;71.62;-4.990000;2018-01-01;Speicherbecken Arlau, Nordsee (Holmer Fähre, Hever)
114546;Heiligenstedten;LKN, Itzehoe;Stör;9.470220;53.930332;2004-04-15;2020-01-22;Abfluss;;true;1416.0;-5.000000;2004-03-26;
114153;Löhrstorf;LKN, Kiel;Godderstorfer Au;11.041509;54.332596;1984-11-01;;Abfluss;;false;54.0;0.600000;2000-10-31;
114169;Mechower See;LKN, Itzehoe;Bäk;10.817731;53.716686;1984-11-01;;Abfluss;1991-01-31;false;44.2;30.000000;1979-05-15;
111004;Waadenssiel;LKN, Husum;Rantumbecken;8.314842;54.882652;2002-04-01;2020-01-22;Wasserstand;;true;6.49;-5.020000;1994-11-01;
114566;Winseldorf;LKN, Itzehoe;Rantzau;9.601936;53.943344;2007-11-01;2020-01-22;Wasserstand;;true;57.58;0.084000;2007-11-08;
114222;Billwatt;LKN, Kiel;Oxbek;9.704095;54.637222;1984-11-01;;Abfluss;;false;80.6;9.500000;2014-06-23;
114244;Dellbrück;LKN, Itzehoe;Dellbrückau;9.191048;54.103416;1984-11-01;;Abfluss;;false;16.03;-5.026000;2018-01-01;Speicherbecken Dithmarscher Speicherkoog, Nordsee
114425;Geschendorf 2/Bißnitz;LKN, Kiel;Bißnitz;10.420301;53.923424;2000-07-06;;Abfluss;2019-11-14;false;33.1;26.780001;2000-11-27;Ostsee
114038;Jägerkrug;LKN, Husum;Arlau;9.079451;54.550373;2004-12-16;2020-01-22;Abfluss;;true;106.89;-5.000000;1994-11-01;
110024;Heringsand AP;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.840220;54.220619;2002-11-01;;Wasserstand;2004-02-04;false;;-5.030000;1994-11-01;
110039;Westerland-Messpfahl;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.271211;54.908638;1987-12-22;2020-01-22;Wasserstand;;true;;-5.010000;2018-01-01;
110046;Neufeld-Hafen AP;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Elbe;9.022437;53.907307;1998-10-16;2020-01-22;Wasserstand;;true;;-5.040000;2018-01-01;
110042;List-West;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.378487;55.037437;1986-04-09;;Wasserstand;2002-04-25;false;;-5.000000;1994-11-01;
110053;Friedrichskoog BP;LKN, Husum;Rugenorter Loch;8.876385;53.999527;2004-03-11;2020-01-22;Wasserstand;;true;35.95;-5.040000;2004-03-11;
110140;Sandshoern;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.620948;54.586670;1978-05-01;;Wasserstand;1997-09-15;false;;-5.000000;1994-11-01;
110180;Tertius-Suederpiep;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.647529;54.126854;1999-10-20;;Wasserstand;2001-10-25;false;;-5.000000;2004-02-05;
114449;Vorrade;LKN, Kiel;Niemarker Landgraben;10.679358;53.813824;2001-07-03;;Abfluss;2015-11-09;false;12.85;3.918000;2001-05-03;Wakenitz, Trave
114151;Zarpen;LKN, Kiel;Heilsau;10.521238;53.869305;1984-11-01;;Abfluss;;false;49.6;0.000000;1994-11-01;
114463;Schönberg;LKN, Itzehoe;Schönau;10.413977;53.666481;2002-04-24;;Abfluss;2009-01-06;false;17.12;46.740002;2002-07-10;
114395;Wensin;LKN, Itzehoe;Trave;10.428958;53.981529;2000-02-01;;Abfluss;2009-02-02;false;130.0;0.000000;1996-07-01;
114094;Reinbek;LKN, Itzehoe;Bille;10.240906;53.505428;1984-11-01;;Abfluss;;false;337.39;3.362000;1994-11-01;Nordsee
114349;Riesbriek;LKN, Husum;Linnau;9.090168;54.706200;1995-11-02;;Abfluss;;false;72.17;-4.990000;2018-05-28;
114428;Oldesloe Stadtarm OP;LKN, Itzehoe;Trave;10.372043;53.811012;1999-11-29;;Abfluss;;false;527.13;0.015000;1999-09-01;
114571;Langsee (Idstedt);LKN, Kiel;Langsee;9.610400;54.587837;2014-09-15;;Wasserstand;2018-04-08;false;;14.946000;2018-04-18;
114611;Lübeck-Strecknitz;LKN, Itzehoe;Wakenitz;10.723230;53.840927;2012-11-05;2020-01-22;Abfluss;;true;;;;Trave
114618;Ipernstedt;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Husumer Mühlenau;9.145838;54.476776;2014-02-20;;Wasserstand;;false;32.99;-4.990000;2018-01-01;
114621;Grönauer Mühle;LKN, Kiel;Grönau;10.755494;53.807728;2015-10-29;;Wasserstand;;false;19.74;2.422000;2015-10-29;Wakenitz, Trave
114583;Wallsbüll-Süd;LKN, Husum;Schafflunder Mühlenstrom;9.229381;54.769821;2013-04-01;;Abfluss;;false;;8.000000;2009-03-01;
114619;Wallsbüll K78;LKN, Husum;Schafflunder Mühlenstrom;9.246618;54.785046;2015-02-19;;Wasserstand;;false;13.2;8.000000;2015-02-19;
114630;Weißenhaus AP;LKN, Kiel;Ostsee;10.784628;54.308113;2014-04-01;2020-01-22;Wasserstand;;true;;-5.000000;2014-04-01;
111057;Rugenort;LKN, Husum;Rugenorter Loch;8.883447;54.005535;2018-09-03;2020-01-22;Abfluss;;true;22.03;-5.030000;2018-01-01;
114421;Dersau;LKN, Kiel;Vorfl.Kalübbe;10.335715;54.120991;1997-12-01;;Wasserstand;1999-11-01;false;;0.000000;1998-11-01;
114021;Drelsdorf;LKN, Husum;Ostenau;9.035567;54.595490;1984-11-01;;Wasserstand;;false;71.62;-4.990000;2018-01-01;Speicherbecken Arlau, Nordsee (Holmer Fähre, Hever)
114525;Dückerschleuse;LKN, Kiel;Stecknitz;10.627381;53.446465;2003-05-15;;Wasserstand;2010-04-07;false;0.16;7.508000;2003-05-01;
114343;Eider B4;LKN, Kiel;Eider;10.092113;54.278172;1993-12-01;;Wasserstand;2009-02-11;false;;0.000000;1998-09-23;Nord-Ostsee-Kanal, Elbe, Nordsee
114416;Eiderkaten;LKN, Kiel;Eider;10.055327;54.189785;1998-11-01;2020-01-22;Wasserstand;;true;91.4;15.800000;2003-04-03;Nord-Ostsee-Kanal, Elbe, Nordsee
114029;Bistensee;LKN, Kiel;Bistensee;9.694622;54.400166;1969-11-01;;Wasserstand;;false;22.9;0.000000;2010-09-08;
114317;Fitzbek;LKN, Kiel;Kirchweddelbach;9.756205;53.997829;1990-07-01;;Wasserstand;1994-06-23;false;6.3;0.000000;1994-11-01;
114110;Bornhöveder See;LKN, Itzehoe;Bornhöveder See;10.250057;54.081760;1984-11-01;;Wasserstand;;false;11.65;0.000000;2002-10-08;
114079;Bünningstedt;LKN, Itzehoe;Hunnau;10.215851;53.697144;1984-11-01;2020-01-22;Wasserstand;;true;61.49;-0.026000;1994-11-01;Alster, Elbe
114541;Dahme BP;LKN, Kiel;Oldenburger Graben;11.082775;54.234211;2004-03-30;;Wasserstand;2010-06-03;false;113.6;-3.500000;2004-03-26;
114001;Achterwehr;LKN, Kiel;Eider;9.962053;54.315132;1984-11-01;;Wasserstand;;false;269.0;0.000000;2003-06-18;Nord-Ostsee-Kanal, Elbe, Nordsee
114180;Belauer See;LKN, Kiel;Belauer See;10.252461;54.110851;1978-11-01;;Wasserstand;;false;31.6;0.000000;2010-05-04;
114539;Hamberge;LKN, Kiel;Trave;10.564538;53.835415;2004-03-17;2020-01-22;Wasserstand;;true;855.7;-5.000000;2003-11-25;
114207;Jevenstedt;LKN, Kiel;Jevenau;9.632496;54.229698;1984-11-01;2020-01-22;Wasserstand;;true;104.2;-1.134000;1994-11-01;
114085;Lokfeld;LKN, Itzehoe;Trave;10.504431;53.807816;1984-11-01;;Wasserstand;1991-03-31;false;828.0;-5.000000;1939-05-25;
114433;Habernis BP;LKN, Husum;Habernisau;9.767612;54.796295;2000-06-06;;Wasserstand;2012-01-10;false;24.91;0.000000;2000-06-22;
114291;Gr.Offenseht;LKN, Itzehoe;Offenau;9.709226;53.814045;1988-12-01;;Wasserstand;;false;10.66;2.596000;1994-11-01;
114210;Gr.Pönitzer See;LKN, Kiel;Gr.Pönitzer See;10.694623;54.026207;1981-11-01;;Wasserstand;;false;3.05;17.500000;2016-09-28;
114545;Hohenstiege;LKN, Kiel;Trave;10.628923;53.850117;2004-03-30;;Wasserstand;2012-01-01;false;;-5.000000;1998-09-08;
114295;Innien;LKN, Kiel;Buckener Au;9.769997;54.098679;1988-07-01;2020-01-22;Wasserstand;;true;58.6;0.000000;2006-10-23;
114375;Langeln;LKN, Itzehoe;Krückau;9.844699;53.795525;1995-04-01;2020-01-22;Wasserstand;;true;38.262;14.437000;1995-04-01;Nordsee
111111;Friedrichstadt-Eidermühle;LKN, Husum;Treene;9.083144;54.374821;1965-11-01;2020-01-22;Wasserstand;;true;794.4;-5.010000;2018-05-07;Eider, Nordsee
114273;Gudow;LKN, Flintbek;Stichelsbach;10.769542;53.556351;1986-12-01;;Wasserstand;1989-10-31;false;;0.000000;1986-12-01;
114523;Hasselburger Muehle;LKN, Kiel;Kremper Au;10.847067;54.151779;2003-03-27;2020-01-22;Wasserstand;;true;27.6;0.000000;2003-05-26;
111034;Hochbrücksiel;LKN, Husum;Westersielzug;8.911021;54.367790;1997-11-04;2020-01-22;Wasserstand;;true;6.69;-4.990000;2018-01-01;
114038;Jägerkrug;LKN, Husum;Arlau;9.079451;54.550373;2004-12-16;2020-01-22;Wasserstand;;true;106.89;-5.000000;1994-11-01;
114575;Ipland;LKN, Husum;Treene;9.317730;54.529114;2008-10-17;;Wasserstand;;false;464.24;-4.990000;2018-01-01;Eider, Nordsee
111052;Meldorf Auhof;LKN, Husum;Miele;9.061992;54.097794;1997-10-27;;Wasserstand;;false;128.73;-5.030000;2018-01-01;
114337;Molfsee;LKN, Kiel;Eider;10.076310;54.262943;1992-08-01;;Wasserstand;2009-02-23;false;144.0;0.000000;1994-11-01;Nord-Ostsee-Kanal, Elbe, Nordsee
114113;Mözen;LKN, Flintbek;Mözener Au;10.261936;53.909298;1984-11-01;;Wasserstand;1992-01-06;false;57.0;16.299999;1980-11-01;
114364;Mühlenteich;LKN, Itzehoe;Bille;10.252923;53.506443;1986-09-01;;Wasserstand;;false;337.39;-0.007000;1994-11-01;Nordsee
111038;Neufeld Hafen BP;LKN, Husum;Neufelder Fleth;9.021219;53.908081;1994-01-10;2020-01-22;Wasserstand;;true;18.38;-5.040000;1994-11-01;
114068;Todenbüttel;LKN, Kiel;Todenbütteler  Au;9.546954;54.128384;1984-11-01;;Wasserstand;;false;87.83;0.000000;1994-11-01;Nord-Ostsee-Kanal, Elbe, Nordsee
114522;Pohnsdorfer Stauung unten;LKN, Kiel;Neuwührener Au;10.236357;54.238857;2003-04-05;;Wasserstand;2009-04-20;false;38.5;20.499001;2003-04-15;
114576;Treia-Nord;LKN, Husum;Treene;9.314428;54.517807;2008-10-17;;Wasserstand;2017-02-01;false;478.5;-5.000000;2008-10-01;Eider, Nordsee
114581;Unaften;LKN, Husum;Meyner Mühlenstrom;9.300920;54.779190;2009-04-02;;Wasserstand;;false;16.82;21.010000;2018-06-18;
114189;Osterrönfeld/Linnbek;LKN, Kiel;Linnbek;9.732095;54.282970;1984-11-01;;Wasserstand;1991-05-21;false;33.4;0.000000;1979-11-26;
